country_name,slope,y_intercept,volatility,min_year,max_year,got_loan,got_mentioned
french polynesia,522.9147041971775,-1027153.1324120228,0.2972325089239676,1965.0,2000.0,0.0,0.0
gabon,145.46910704170074,-284912.3894353443,0.5149872098372092,1960.0,2020.0,1.0,1.0
georgia,174.3486774695015,-347297.07216089027,0.4354078980512592,1990.0,2020.0,1.0,1.0
germany,976.1734225595312,-1922226.7012313367,0.2333679516724421,1970.0,2020.0,1.0,1.0
ghana,28.3652340849854,-55788.1633778641,0.7938617303593182,1960.0,2020.0,0.0,1.0
greece,453.5263587487527,-891634.0610820942,0.4649772266298994,1960.0,2020.0,0.0,1.0
greenland,1091.651855395923,-2154477.68355817,0.290627791395549,1970.0,2018.0,0.0,1.0
grenada,231.08587587271137,-456903.9206143267,0.1740021340704409,1977.0,2020.0,1.0,1.0
guam,936.7884850120628,-1852534.132127877,0.1592601047631232,2002.0,2019.0,0.0,1.0
guatemala,66.38822535879467,-130522.65252588852,0.4331263851566846,1960.0,2020.0,1.0,1.0
guinea,17.459249537868587,-34397.74266266431,0.7038127668876445,1986.0,2020.0,1.0,1.0
guyana,94.14695290674004,-185609.56873388303,0.7347024976241261,1960.0,2020.0,0.0,1.0
haiti,23.698271009741145,-46640.082688195456,0.4140637007173495,1960.0,2020.0,0.0,0.0
honduras,36.91982240590502,-72379.91875945339,0.4061593987991483,1960.0,2020.0,1.0,1.0
hungary,506.8171316848783,-1006531.6120135756,0.3619859777825329,1991.0,2020.0,1.0,1.0
iceland,1161.5926695101768,-2284958.288585255,0.3290343729368116,1960.0,2020.0,0.0,1.0
india,28.41229318194451,-55965.3717876665,0.5793322974525191,1960.0,2020.0,1.0,1.0
indonesia,73.00699921369603,-144253.09112724435,0.5403707630096592,1967.0,2020.0,1.0,1.0
iraq,79.35619135453467,-155520.21499980995,1.3907691348219509,1962.0,2020.0,1.0,1.0
ireland,1306.2203854059462,-2575539.56819799,0.4186173912034654,1960.0,2020.0,0.0,1.0
isle of man,3979.115613715405,-7933041.445185769,0.2501283699256303,1995.0,2018.0,0.0,0.0
israel,668.5893078000076,-1313453.0544363316,0.2867173887823362,1960.0,2020.0,0.0,1.0
italy,712.9596956974847,-1401613.9499947857,0.2982147459182361,1960.0,2020.0,1.0,1.0
jamaica,91.03003314733188,-178684.7693227974,0.2965867978166758,1960.0,2020.0,1.0,1.0
japan,886.2798176680147,-1740986.7954346049,0.3653801906487955,1960.0,2020.0,1.0,1.0
jordan,70.59796788603826,-138694.44375777,0.4721844303956031,1965.0,2020.0,1.0,1.0
kazakhstan,414.4499530045582,-825461.5979047724,0.5750084350727622,1990.0,2020.0,1.0,1.0
kenya,22.041318008782905,-43339.16862048636,0.6307202889432338,1960.0,2020.0,1.0,1.0
kiribati,24.448832863068343,-47806.61713914012,0.7317894728842237,1970.0,2020.0,0.0,0.0
kuwait,721.0650254913733,-1415934.595305547,0.6908359066106441,1965.0,2019.0,1.0,1.0
latvia,711.0959578829942,-1417405.585691363,0.3444551857936248,1995.0,2020.0,1.0,1.0
lebanon,217.1617801882409,-430165.4802850439,0.4406244734225017,1988.0,2020.0,1.0,1.0
lesotho,20.53567079636653,-40400.77652595183,0.3969171373794947,1960.0,2020.0,1.0,1.0
liberia,25.204125038880544,-50153.44764871698,0.5163871596381456,2000.0,2020.0,0.0,1.0
libya,47.25880751217986,-87532.95296230138,6.280214928437173,1990.0,2020.0,0.0,1.0
liechtenstein,3874.759556757559,-7653749.459168885,0.252822448319877,1970.0,2018.0,0.0,0.0
lithuania,777.0511748832088,-1549517.3519240585,0.2425381739816793,1995.0,2020.0,1.0,1.0
luxembourg,2216.1038238112565,-4364925.4124870105,0.3418216758033587,1960.0,2020.0,0.0,1.0
madagascar,5.627633769598473,-10860.727122675373,0.8860735781571135,1960.0,2020.0,0.0,1.0
malawi,7.485271669661936,-14678.524156746556,0.4998939314460067,1960.0,2020.0,0.0,1.0
malaysia,192.65025615944788,-379461.2331291035,0.3981553859028997,1960.0,2020.0,1.0,1.0
maldives,265.3551403756538,-526852.4569629249,0.3307400610438165,1980.0,2020.0,0.0,1.0
mali,15.898140924246809,-31318.71861992868,0.3845014808736819,1967.0,2020.0,1.0,1.0
malta,603.73604183011,-1192859.699869073,0.2841995082278715,1970.0,2020.0,0.0,1.0
marshall islands,68.27359120222427,-134210.49804633402,0.1994622205594513,1981.0,2019.0,0.0,0.0
mauritania,26.159331895815868,-51224.97940196402,0.432637935779805,1961.0,2020.0,0.0,1.0
mauritius,245.23075741355368,-485254.0551371543,0.2977667717198408,1976.0,2020.0,1.0,1.0
mexico,193.41859631640276,-380331.0960796078,0.3097448104085569,1960.0,2020.0,1.0,1.0
moldova,173.87728672852683,-347091.7786364901,0.3231917834435227,1995.0,2020.0,1.0,1.0
monaco,3708.7981700283535,-7304061.75886057,0.2633474283473304,1970.0,2019.0,0.0,0.0
mongolia,84.73069189802091,-167685.37681631156,0.9912960771343726,1981.0,2020.0,1.0,1.0
morocco,55.24203538404077,-108576.60285889282,0.3022474718507042,1960.0,2020.0,1.0,1.0
mozambique,14.005566253157223,-27679.605092407637,0.6755943221205702,1991.0,2020.0,1.0,1.0
namibia,107.95370690751672,-212711.58108082172,0.5528166433088993,1980.0,2020.0,1.0,1.0
nauru,565.8557652908613,-1130758.9767228938,0.6954302024160006,2010.0,2019.0,0.0,0.0
nepal,14.97613880479812,-29496.571754796263,0.6667296850160044,1960.0,2020.0,1.0,1.0
netherlands,1019.0935450728228,-2004380.7154137571,0.2770200412258817,1960.0,2020.0,1.0,1.0
