,Year,loan_amount,Country,world_region,GDP,Stability
739,1996,145000000.0,colombia,latin amer. & carib,97160109278.0,-1.64
740,1996,104300000.0,colombia,latin amer. & carib,97160109278.0,-1.64
741,1996,60400000.0,indonesia,asia (ex. near east),227000000000.0,-1.13
742,1996,373000000.0,indonesia,asia (ex. near east),227000000000.0,-1.13
743,1996,24800000.0,indonesia,asia (ex. near east),227000000000.0,-1.13
744,1996,27000000.0,indonesia,asia (ex. near east),227000000000.0,-1.13
745,1996,24000000.0,russia,c.w. of ind. states,392000000000.0,-1.17
746,1996,350000000.0,pakistan,asia (ex. near east),63320122807.0,-1.12
747,1996,100000000.0,philippines,asia (ex. near east),82848140618.0,-0.48
748,1996,244000000.0,philippines,asia (ex. near east),82848140618.0,-0.48
749,1996,350000000.0,russia,c.w. of ind. states,392000000000.0,-1.17
750,1996,40000000.0,morocco,northern africa,43161452678.0,-0.21
751,1996,300000000.0,algeria,northern africa,46941582519.0,-1.78
752,1996,50000000.0,algeria,northern africa,46941582519.0,-1.78
753,1996,6200000.0,lithuania,baltics,8382519637.0,0.52
754,1996,250000000.0,china,asia (ex. near east),864000000000.0,-0.1
755,1996,300000000.0,ukraine,c.w. of ind. states,44558076852.0,-0.15
756,1996,245400000.0,ukraine,c.w. of ind. states,44558076852.0,-0.15
757,1996,85000000.0,peru,latin amer. & carib,55252414130.0,-1.06
758,1996,98000000.0,indonesia,asia (ex. near east),227000000000.0,-1.13
759,1996,80000000.0,lithuania,baltics,8382519637.0,0.52
760,1996,50000000.0,oman,near east,15277763329.0,0.87
761,1996,19000000.0,lithuania,baltics,8382519637.0,0.52
762,1996,125000000.0,china,asia (ex. near east),864000000000.0,-0.1
763,1996,210000000.0,china,asia (ex. near east),864000000000.0,-0.1
764,1996,10000000.0,china,asia (ex. near east),864000000000.0,-0.1
765,1996,8896312.3656,poland,eastern europe,160000000000.0,0.83
766,1996,142700000.0,indonesia,asia (ex. near east),227000000000.0,-1.13
767,1996,54000000.0,morocco,northern africa,43161452678.0,-0.21
768,1996,28000000.0,morocco,northern africa,43161452678.0,-0.21
769,1996,300000000.0,brazil,latin amer. & carib,850000000000.0,-0.22
770,1996,5000000.0,uzbekistan,c.w. of ind. states,13948892216.0,-0.55
771,1996,70000000.0,russia,c.w. of ind. states,392000000000.0,-1.17
772,1996,5000000.0,turkey,near east,181000000000.0,-1.26
773,1996,20000000.0,jordan,near east,6928359238.0,-0.04
774,1996,33361171.371,poland,eastern europe,160000000000.0,0.83
775,1997,89000000.0,algeria,northern africa,48177612042.0,
776,1997,2600000.0,ukraine,c.w. of ind. states,50150401354.0,
777,1997,225000000.0,hungary,eastern europe,47296952929.0,
778,1997,194000000.0,morocco,northern africa,39147844526.0,
779,1997,30000000.0,jordan,near east,7246188575.0,
780,1997,400000000.0,china,asia (ex. near east),962000000000.0,
781,1997,75000000.0,kuwait,near east,30355093966.0,
782,1997,400000000.0,china,asia (ex. near east),962000000000.0,
783,1997,71200000.0,indonesia,asia (ex. near east),216000000000.0,
784,1997,66400000.0,indonesia,asia (ex. near east),216000000000.0,
785,1997,16400000.0,indonesia,asia (ex. near east),216000000000.0,
786,1997,42500000.0,indonesia,asia (ex. near east),216000000000.0,
787,1997,32000000.0,jordan,near east,7246188575.0,
788,1997,200000000.0,argentina,latin amer. & carib,293000000000.0,
789,1997,250000000.0,pakistan,asia (ex. near east),62433300338.0,
790,1997,20000000.0,indonesia,asia (ex. near east),216000000000.0,
791,1997,34500000.0,indonesia,asia (ex. near east),216000000000.0,
792,1997,28600000.0,russia,c.w. of ind. states,405000000000.0,
793,1997,800000000.0,russia,c.w. of ind. states,405000000000.0,
794,1997,800000000.0,russia,c.w. of ind. states,405000000000.0,
795,1997,9804729.372,tunisia,northern africa,20746360430.0,
796,1997,25801919.4,tunisia,northern africa,20746360430.0,
797,1997,7820316.477000001,netherlands,western europe,417000000000.0,
798,1997,48679621.26800001,tunisia,northern africa,20746360430.0,
799,1997,3700000.0,lithuania,baltics,10118631852.0,
800,1997,200000000.0,poland,eastern europe,159000000000.0,
801,1997,10021590.7446,croatia,eastern europe,23869311079.0,
802,1997,3012270.0504,croatia,eastern europe,23869311079.0,
803,1997,8052029.5578,croatia,eastern europe,23869311079.0,
804,1997,155000000.0,indonesia,asia (ex. near east),216000000000.0,
805,1997,140100000.0,indonesia,asia (ex. near east),216000000000.0,
806,1997,155000000.0,indonesia,asia (ex. near east),216000000000.0,
807,1997,28500000.0,indonesia,asia (ex. near east),216000000000.0,
808,1997,51500000.0,india,asia (ex. near east),416000000000.0,
809,1997,440000000.0,china,asia (ex. near east),962000000000.0,
810,1997,300000000.0,china,asia (ex. near east),962000000000.0,
811,1997,42000000.0,croatia,eastern europe,23869311079.0,
812,1997,17610194.1408,latvia,baltics,6521609001.0,
813,1997,60000000.0,philippines,asia (ex. near east),82344260571.0,
814,1997,22600000.0,russia,c.w. of ind. states,405000000000.0,
815,1997,50000000.0,oman,near east,15837451235.0,
816,1997,150000000.0,oman,near east,15837451235.0,
817,1997,280000000.0,oman,near east,15837451235.0,
818,1997,30000000.0,china,asia (ex. near east),962000000000.0,
819,1997,90000000.0,brazil,latin amer. & carib,883000000000.0,
820,1997,60000000.0,hungary,eastern europe,47296952929.0,
821,1997,350000000.0,india,asia (ex. near east),416000000000.0,
822,1997,200000000.0,argentina,latin amer. & carib,293000000000.0,
823,1997,600000000.0,russia,c.w. of ind. states,405000000000.0,
824,1997,800000000.0,russia,c.w. of ind. states,405000000000.0,
825,1997,120000000.0,china,asia (ex. near east),962000000000.0,
826,1997,50000000.0,india,asia (ex. near east),416000000000.0,
827,1997,175000000.0,india,asia (ex. near east),416000000000.0,
828,1997,92685232.32,croatia,eastern europe,23869311079.0,
829,1997,110000000.0,indonesia,asia (ex. near east),216000000000.0,
830,1997,20000000.0,indonesia,asia (ex. near east),216000000000.0,
831,1997,30300000.0,turkmenistan,c.w. of ind. states,2450374945.0,
832,1997,34200000.0,turkmenistan,c.w. of ind. states,2450374945.0,
833,1997,15000000.0,mexico,latin amer. & carib,500000000000.0,
834,1997,20000000.0,latvia,baltics,6521609001.0,
835,1997,156638042.6208,poland,eastern europe,159000000000.0,
836,1997,20000000.0,turkey,near east,190000000000.0,
837,1997,31000000.0,russia,c.w. of ind. states,405000000000.0,
838,1997,70000000.0,oman,near east,15837451235.0,
839,1997,55000000.0,moldova,c.w. of ind. states,1930081169.0,
840,1997,35262623.18000001,morocco,northern africa,39147844526.0,
841,1997,35262623.18000001,morocco,northern africa,39147844526.0,
842,1997,40000000.0,russia,c.w. of ind. states,405000000000.0,
843,1997,66000000.0,russia,c.w. of ind. states,405000000000.0,
844,1997,71000000.0,russia,c.w. of ind. states,405000000000.0,
845,1997,200721456.243,china,asia (ex. near east),962000000000.0,
846,1997,49676675.99999999,japan,asia (ex. near east),4490000000000.0,
847,1997,14500000.0,turkey,near east,190000000000.0,
848,1997,77887394.02880001,tunisia,northern africa,20746360430.0,
849,1997,230000000.0,kazakhstan,c.w. of ind. states,22165932063.0,
850,1997,9753125.5332,gabon,sub-saharan africa,5326816859.0,
851,1997,6951392.424,poland,eastern europe,159000000000.0,
852,1997,3012270.0504,poland,eastern europe,159000000000.0,
853,1998,150000000.0,hungary,eastern europe,48706787306.0,1.22
854,1998,50407297.8336,tunisia,northern africa,21803372267.0,0.27
855,1998,5000000.0,guinea,sub-saharan africa,3588375477.0,-0.59
856,1998,5000000.0,guinea,sub-saharan africa,3588375477.0,-0.59
857,1998,7950000.0,latvia,baltics,7159169546.0,0.03
858,1998,19000000.0,philippines,asia (ex. near east),72207028768.0,-0.25
859,1998,10000000.0,philippines,asia (ex. near east),72207028768.0,-0.25
860,1998,21500000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
861,1998,15905452.136,poland,eastern europe,175000000000.0,0.84
862,1998,1500000000.0,russia,c.w. of ind. states,271000000000.0,-1.09
863,1998,6927615.8649,morocco,northern africa,41806219379.0,0.31
864,1998,6927615.8649,morocco,northern africa,41806219379.0,0.31
865,1998,50000000.0,philippines,asia (ex. near east),72207028768.0,-0.25
866,1998,300000000.0,philippines,asia (ex. near east),72207028768.0,-0.25
867,1998,150000000.0,philippines,asia (ex. near east),72207028768.0,-0.25
868,1998,150000000.0,philippines,asia (ex. near east),72207028768.0,-0.25
869,1998,230000000.0,mongolia,asia (ex. near east),1124440249.0,0.35
870,1998,45000000.0,lesotho,sub-saharan africa,928458206.0,-0.12
871,1998,123000000.0,china,asia (ex. near east),1030000000000.0,-0.39
872,1998,5000000.0,oman,near east,13996914596.0,0.86
873,1998,20000000.0,egypt,northern africa,84828807556.0,-0.02
874,1998,60000000.0,brazil,latin amer. & carib,864000000000.0,-0.34
875,1998,95000000.0,china,asia (ex. near east),1030000000000.0,-0.39
876,1998,60000000.0,india,asia (ex. near east),421000000000.0,-1.2
877,1998,125000000.0,argentina,latin amer. & carib,299000000000.0,-0.13
878,1998,25500000.0,oman,near east,13996914596.0,0.86
879,1998,28000000.0,uzbekistan,c.w. of ind. states,14988971211.0,-0.68
880,1998,5000000.0,oman,near east,13996914596.0,0.86
881,1998,1000000000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
882,1998,50359357.3008,india,asia (ex. near east),421000000000.0,-1.2
883,1998,79900000.0,india,asia (ex. near east),421000000000.0,-1.2
884,1998,44700000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
885,1998,100000000.0,china,asia (ex. near east),1030000000000.0,-0.39
886,1998,90000000.0,china,asia (ex. near east),1030000000000.0,-0.39
887,1998,72000000.0,china,asia (ex. near east),1030000000000.0,-0.39
888,1998,100000000.0,china,asia (ex. near east),1030000000000.0,-0.39
889,1998,4000000.0,turkey,near east,276000000000.0,-1.23
890,1998,300000000.0,china,asia (ex. near east),1030000000000.0,-0.39
891,1998,150000000.0,algeria,northern africa,48187747529.0,-1.88
892,1998,150000000.0,china,asia (ex. near east),1030000000000.0,-0.39
893,1998,400000000.0,china,asia (ex. near east),1030000000000.0,-0.39
894,1998,49983849.4311,morocco,northern africa,41806219379.0,0.31
895,1998,300000000.0,malaysia,asia (ex. near east),72167498981.0,-0.04
896,1998,96800000.0,india,asia (ex. near east),421000000000.0,-1.2
897,1998,15000000.0,kazakhstan,c.w. of ind. states,22135254836.0,0.19
898,1998,250000000.0,turkey,near east,276000000000.0,-1.23
899,1998,270000000.0,turkey,near east,276000000000.0,-1.23
900,1998,300000000.0,kazakhstan,c.w. of ind. states,22135254836.0,0.19
901,1998,225000000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
902,1998,200000000.0,china,asia (ex. near east),1030000000000.0,-0.39
903,1998,400000000.0,china,asia (ex. near east),1030000000000.0,-0.39
904,1998,250000000.0,china,asia (ex. near east),1030000000000.0,-0.39
905,1998,13245466.0302,tunisia,northern africa,21803372267.0,0.27
906,1998,198000000.0,brazil,latin amer. & carib,864000000000.0,-0.34
907,1998,41768950.4226,tunisia,northern africa,21803372267.0,0.27
908,1998,530000000.0,india,asia (ex. near east),421000000000.0,-1.2
909,1998,149738470.82320002,hungary,eastern europe,48706787306.0,1.22
910,1998,103500000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
911,1998,20500000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
912,1998,16300000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
913,1998,234000000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
914,1998,6900000.0,indonesia,asia (ex. near east),95445547873.0,-1.73
915,1998,34935189.513000004,germany,western europe,2240000000000.0,1.24
916,1998,5000000.0,jordan,near east,7912327362.0,0.08
917,1998,30000000.0,oman,near east,13996914596.0,0.86
918,1998,75000000.0,argentina,latin amer. & carib,299000000000.0,-0.13
919,1998,13100000.0,turkey,near east,276000000000.0,-1.23
920,1998,119000000.0,argentina,latin amer. & carib,299000000000.0,-0.13
921,1998,30000000.0,uzbekistan,c.w. of ind. states,14988971211.0,-0.68
922,1998,24000000.0,uzbekistan,c.w. of ind. states,14988971211.0,-0.68
923,1998,12335246.18333,latvia,baltics,7159169546.0,0.03
924,1998,12335246.18333,latvia,baltics,7159169546.0,0.03
925,1998,120000000.0,egypt,northern africa,84828807556.0,-0.02
926,1998,200000000.0,ukraine,c.w. of ind. states,41883242907.0,-0.12
927,1998,5149132.5744,gabon,sub-saharan africa,4483417120.0,0.32
928,1998,38000000.0,mali,sub-saharan africa,2920358587.0,0.43
929,1998,4996691.1495,morocco,northern africa,41806219379.0,0.31
930,1998,9993382.299,morocco,northern africa,41806219379.0,0.31
931,1998,11361037.24,poland,eastern europe,175000000000.0,0.84
932,1998,21000000.0,ecuador,latin amer. & carib,27981896948.0,-0.16
933,1998,369000000.0,turkey,near east,276000000000.0,-1.23
934,1998,28200000.0,guatemala,latin amer. & carib,19395491993.0,-0.67
935,1998,12400000.0,mauritius,sub-saharan africa,4169664285.0,0.97
936,1998,300000000.0,ukraine,c.w. of ind. states,41883242907.0,-0.12
937,1998,16400000.0,ukraine,c.w. of ind. states,41883242907.0,-0.12
938,1998,300000000.0,ukraine,c.w. of ind. states,41883242907.0,-0.12
939,1998,36923371.03,croatia,eastern europe,25562732258.0,0.07
940,1998,42035837.788,croatia,eastern europe,25562732258.0,0.07
941,1998,10565764.6332,latvia,baltics,7159169546.0,0.03
942,1999,100000000.0,kazakhstan,c.w. of ind. states,16870821840.0,
943,1999,5000000.0,indonesia,asia (ex. near east),140000000000.0,
944,1999,7300000.0,croatia,eastern europe,23456897701.0,
945,1999,54500000.0,indonesia,asia (ex. near east),140000000000.0,
946,1999,7300000.0,croatia,eastern europe,23456897701.0,
947,1999,7300000.0,croatia,eastern europe,23456897701.0,
948,1999,30155129.344830006,latvia,baltics,7525408359.0,
949,1999,155000000.0,turkey,near east,256000000000.0,
950,1999,16500000.0,kazakhstan,c.w. of ind. states,16870821840.0,
951,1999,85000000.0,india,asia (ex. near east),459000000000.0,
952,1999,27500000.0,philippines,asia (ex. near east),82995145793.0,
953,1999,140000000.0,kazakhstan,c.w. of ind. states,16870821840.0,
954,1999,60000000.0,china,asia (ex. near east),1090000000000.0,
955,1999,20135397.431029998,lithuania,baltics,10971583945.0,
956,1999,55000000.0,brazil,latin amer. & carib,599000000000.0,
957,1999,400000000.0,russia,c.w. of ind. states,196000000000.0,
958,1999,301300000.0,india,asia (ex. near east),459000000000.0,
959,1999,4678831.919509999,latvia,baltics,7525408359.0,
960,1999,10000000.0,oman,near east,15593456122.0,
961,1999,91030330.3658,croatia,eastern europe,23456897701.0,
962,1999,350000000.0,pakistan,asia (ex. near east),62973855719.0,
963,1999,301300000.0,india,asia (ex. near east),459000000000.0,
964,1999,85000000.0,india,asia (ex. near east),459000000000.0,
965,1999,105000000.0,india,asia (ex. near east),459000000000.0,
966,1999,10000000.0,china,asia (ex. near east),1090000000000.0,
967,1999,10000000.0,china,asia (ex. near east),1090000000000.0,
968,1999,20000000.0,china,asia (ex. near east),1090000000000.0,
969,1999,10000000.0,china,asia (ex. near east),1090000000000.0,
970,1999,200000000.0,china,asia (ex. near east),1090000000000.0,
971,1999,35000000.0,jordan,near east,8149106065.0,
972,1999,250000000.0,morocco,northern africa,41632027600.0,
973,1999,300000000.0,oman,near east,15593456122.0,
974,1999,300000000.0,oman,near east,15593456122.0,
975,1999,25000000.0,oman,near east,15593456122.0,
976,1999,186000000.0,brazil,latin amer. & carib,599000000000.0,
977,1999,25000000.0,uzbekistan,c.w. of ind. states,17078465982.0,
978,1999,35000000.0,tunisia,northern africa,22943685719.0,
979,1999,120000000.0,jordan,near east,8149106065.0,
980,1999,300000000.0,china,asia (ex. near east),1090000000000.0,
981,1999,250000000.0,china,asia (ex. near east),1090000000000.0,
982,1999,40000000.0,china,asia (ex. near east),1090000000000.0,
983,1999,200000000.0,china,asia (ex. near east),1090000000000.0,
984,1999,90000000.0,china,asia (ex. near east),1090000000000.0,
985,1999,55000000.0,jordan,near east,8149106065.0,
986,1999,100000000.0,malaysia,asia (ex. near east),79148421053.0,
987,1999,244000000.0,malaysia,asia (ex. near east),79148421053.0,
988,1999,60000000.0,malaysia,asia (ex. near east),79148421053.0,
989,1999,210000000.0,india,asia (ex. near east),459000000000.0,
990,1999,101000000.0,morocco,northern africa,41632027600.0,
991,1999,36300000.0,philippines,asia (ex. near east),82995145793.0,
992,1999,2300000.0,philippines,asia (ex. near east),82995145793.0,
993,1999,42500000.0,kazakhstan,c.w. of ind. states,16870821840.0,
994,1999,28780081.029000007,macedonia,eastern europe,3863743409.0,
995,1999,500000000.0,indonesia,asia (ex. near east),140000000000.0,
996,1999,600000000.0,indonesia,asia (ex. near east),140000000000.0,
997,1999,300000000.0,indonesia,asia (ex. near east),140000000000.0,
998,1999,7300000.0,croatia,eastern europe,23456897701.0,
999,1999,14976301.42435,slovenia,eastern europe,22711384311.0,
1000,1999,252530000.0,turkey,near east,256000000000.0,
1001,1999,505000000.0,turkey,near east,256000000000.0,
1002,1999,30000000.0,russia,c.w. of ind. states,196000000000.0,
1003,1999,44500000.0,oman,near east,15593456122.0,
1004,1999,88000000.0,el salvador,latin amer. & carib,11284197000.0,
1005,1999,29000000.0,croatia,eastern europe,23456897701.0,
1006,1999,100000000.0,china,asia (ex. near east),1090000000000.0,
1007,1999,350000000.0,china,asia (ex. near east),1090000000000.0,
1008,1999,16000000.0,china,asia (ex. near east),1090000000000.0,
1009,1999,29419638.3852,hungary,eastern europe,49073380174.0,
1010,1999,4903273.064200001,morocco,northern africa,41632027600.0,
1011,1999,4000000.0,morocco,northern africa,41632027600.0,
1012,1999,65128257.43970001,morocco,northern africa,41632027600.0,
1013,1999,71000000.0,mongolia,asia (ex. near east),1057408589.0,
1014,1999,100000000.0,philippines,asia (ex. near east),82995145793.0,
1015,2000,150000000.0,philippines,asia (ex. near east),83670261708.0,-1.39
1016,2000,8312509.413,slovenia,eastern europe,20289627637.0,0.89
1017,2000,18290000.0,ukraine,c.w. of ind. states,31261718319.0,-0.41
1018,2000,22905581.4936,estonia,baltics,5686579748.0,0.9
1019,2000,210000000.0,china,asia (ex. near east),1210000000000.0,-0.21
1020,2000,80000000.0,india,asia (ex. near east),468000000000.0,-1.0
1021,2000,516000000.0,india,asia (ex. near east),468000000000.0,-1.0
1022,2000,62000000.0,india,asia (ex. near east),468000000000.0,-1.0
1023,2000,35360000.0,lithuania,baltics,11524776867.0,0.42
1024,2000,5000000.0,peru,latin amer. & carib,51744749133.0,-0.99
1025,2000,27061836.2001,poland,eastern europe,172000000000.0,0.31
1026,2000,10806262.2369,poland,eastern europe,172000000000.0,0.31
1027,2000,404050000.0,mexico,latin amer. & carib,708000000000.0,-0.2
1028,2000,2220000.0,latvia,baltics,7949253766.0,0.42
1029,2000,777780000.0,turkey,near east,274000000000.0,-0.8
1030,2000,250000000.0,turkey,near east,274000000000.0,-0.8
1031,2000,136000000.0,brazil,latin amer. & carib,655000000000.0,0.19
1032,2000,100000000.0,philippines,asia (ex. near east),83670261708.0,-1.39
1033,2000,21240000.0,lithuania,baltics,11524776867.0,0.42
1034,2000,25260000.0,guinea,sub-saharan africa,2995361141.0,-1.91
1035,2000,1250000.0,poland,eastern europe,172000000000.0,0.31
1036,2000,109725124.2516,poland,eastern europe,172000000000.0,0.31
1037,2000,30000000.0,argentina,latin amer. & carib,284000000000.0,0.1
1038,2000,40000000.0,oman,near east,19507452508.0,1.12
1039,2000,17100000.0,oman,near east,19507452508.0,1.12
1040,2000,90000000.0,guinea,sub-saharan africa,2995361141.0,-1.91
1041,2000,4750000.0,mauritius,sub-saharan africa,4663313620.0,0.76
1042,2000,87000000.0,iran,asia (ex. near east),110000000000.0,-0.73
1043,2000,145000000.0,iran,asia (ex. near east),110000000000.0,-0.73
1044,2000,35374345.6131,poland,eastern europe,172000000000.0,0.31
1045,2000,320000000.0,china,asia (ex. near east),1210000000000.0,-0.21
1046,2000,29000000.0,uzbekistan,c.w. of ind. states,13760513969.0,-1.31
1047,2000,34700000.0,jordan,near east,8460424401.0,0.0
1048,2000,93500000.0,china,asia (ex. near east),1210000000000.0,-0.21
1049,2000,40410000.0,latvia,baltics,7949253766.0,0.42
1050,2000,11000000.0,oman,near east,19507452508.0,1.12
1051,2000,30000000.0,russia,c.w. of ind. states,260000000000.0,-1.4
1052,2000,150000000.0,india,asia (ex. near east),468000000000.0,-1.0
1053,2000,59600000.0,india,asia (ex. near east),468000000000.0,-1.0
1054,2000,59600000.0,india,asia (ex. near east),468000000000.0,-1.0
1055,2000,5000000.0,colombia,latin amer. & carib,99886577331.0,-1.6
1056,2000,150000000.0,china,asia (ex. near east),1210000000000.0,-0.21
1057,2000,50000000.0,egypt,northern africa,99838543960.0,0.05
1058,2000,200000000.0,china,asia (ex. near east),1210000000000.0,-0.21
1059,2000,349000000.0,china,asia (ex. near east),1210000000000.0,-0.21
1060,2000,200000000.0,china,asia (ex. near east),1210000000000.0,-0.21
1061,2000,381000000.0,india,asia (ex. near east),468000000000.0,-1.0
1062,2000,5000000.0,algeria,northern africa,54790379459.0,-1.43
1063,2000,9000000.0,algeria,northern africa,54790379459.0,-1.43
1064,2000,13669459.9236,croatia,eastern europe,21633759451.0,0.28
1065,2000,99000000.0,tunisia,northern africa,21473261837.0,0.32
1066,2000,110000000.0,lesotho,sub-saharan africa,887295267.9,0.1
1067,2000,83460000.0,algeria,northern africa,54790379459.0,-1.43
1068,2001,35470000.0,colombia,latin amer. & carib,98211749596.0,
1069,2001,23700000.0,algeria,northern africa,54744725766.0,
1070,2001,47900000.0,panama,latin amer. & carib,12502013400.0,
1071,2001,80000000.0,oman,near east,19452000476.0,
1072,2001,5015195.2928,morocco,northern africa,39459581217.0,
1073,2001,6000000.0,uruguay,latin amer. & carib,20898788417.0,
1074,2001,17000000.0,costa rica,latin amer. & carib,15976174337.0,
1075,2001,63200000.0,indonesia,asia (ex. near east),160000000000.0,
1076,2001,11700000.0,indonesia,asia (ex. near east),160000000000.0,
1077,2001,208900000.0,indonesia,asia (ex. near east),160000000000.0,
1078,2001,60000000.0,philippines,asia (ex. near east),78921079688.0,
1079,2001,18500000.0,uruguay,latin amer. & carib,20898788417.0,
1080,2001,40000000.0,colombia,latin amer. & carib,98211749596.0,
1081,2001,200000000.0,china,asia (ex. near east),1340000000000.0,
1082,2001,400000000.0,colombia,latin amer. & carib,98211749596.0,
1083,2001,8880000.0,brazil,latin amer. & carib,559000000000.0,
1084,2001,251655335.228,tunisia,northern africa,22066031834.0,
1085,2001,17360000.0,guinea,sub-saharan africa,2829435957.0,
1086,2001,51500000.0,india,asia (ex. near east),485000000000.0,
1087,2001,50210000.0,ukraine,c.w. of ind. states,37972301335.0,
1088,2001,202000000.0,croatia,eastern europe,23054778851.0,
1089,2001,30100000.0,brazil,latin amer. & carib,559000000000.0,
1090,2001,180000000.0,india,asia (ex. near east),485000000000.0,
1091,2001,74000000.0,china,asia (ex. near east),1340000000000.0,
1092,2001,100000000.0,china,asia (ex. near east),1340000000000.0,
1093,2001,2149369.4112,morocco,northern africa,39459581217.0,
1094,2001,35000000.0,panama,latin amer. & carib,12502013400.0,
1095,2001,100000000.0,china,asia (ex. near east),1340000000000.0,
1096,2001,80000000.0,russia,c.w. of ind. states,307000000000.0,
1097,2001,700000000.0,turkey,near east,202000000000.0,
1098,2001,400000000.0,turkey,near east,202000000000.0,
1099,2001,195404546.59572,brazil,latin amer. & carib,559000000000.0,
1100,2001,75000000.0,india,asia (ex. near east),485000000000.0,
1101,2001,360000000.0,india,asia (ex. near east),485000000000.0,
1102,2001,589000000.0,india,asia (ex. near east),485000000000.0,
1103,2001,50000000.0,oman,near east,19452000476.0,
1104,2001,50000000.0,oman,near east,19452000476.0,
1105,2001,15150000.0,barbados,latin amer. & carib,3054500000.0,
1106,2001,50000000.0,oman,near east,19452000476.0,
1107,2001,450000000.0,india,asia (ex. near east),485000000000.0,
1108,2001,56990000.0,argentina,latin amer. & carib,269000000000.0,
1109,2001,120000000.0,jordan,near east,8975689845.0,
1110,2001,60000000.0,russia,c.w. of ind. states,307000000000.0,
1111,2001,50000000.0,peru,latin amer. & carib,52030158775.0,
1112,2001,27128477.578500006,china,asia (ex. near east),1340000000000.0,
1113,2001,757580000.0,brazil,latin amer. & carib,559000000000.0,
1114,2001,60000000.0,russia,c.w. of ind. states,307000000000.0,
1115,2001,27000000.0,uruguay,latin amer. & carib,20898788417.0,
1116,2001,36718394.108,tunisia,northern africa,22066031834.0,
1117,2001,98512764.68,poland,eastern europe,191000000000.0,
1118,2001,18000000.0,algeria,northern africa,54744725766.0,
1119,2001,6368187.2250000015,philippines,asia (ex. near east),78921079688.0,
1120,2001,40000000.0,jamaica,latin amer. & carib,9194717836.0,
1121,2001,17194955.2896,tunisia,northern africa,22066031834.0,
1122,2001,64500000.0,kazakhstan,c.w. of ind. states,22152694162.0,
1123,2001,100000000.0,china,asia (ex. near east),1340000000000.0,
1124,2001,37500000.0,brazil,latin amer. & carib,559000000000.0,
1125,2001,21314579.9944,tunisia,northern africa,22066031834.0,
1126,2001,10500000.0,panama,latin amer. & carib,12502013400.0,
1127,2001,250000000.0,ukraine,c.w. of ind. states,37972301335.0,
1128,2001,105500000.0,china,asia (ex. near east),1340000000000.0,
1129,2001,179114117.6,slovakia,eastern europe,30752150336.0,
1130,2001,22600000.0,belarus,c.w. of ind. states,12354820144.0,
1131,2001,101020362.3264,poland,eastern europe,191000000000.0,
1132,2002,65000000.0,morocco,northern africa,42236836821.0,-0.26
1133,2002,20000000.0,uzbekistan,c.w. of ind. states,9687788513.0,-1.06
1134,2002,30423271.2,morocco,northern africa,42236836821.0,-0.26
1135,2002,50000000.0,egypt,northern africa,85146067416.0,-0.41
1136,2002,120000000.0,russia,c.w. of ind. states,345000000000.0,-0.72
1137,2002,800000000.0,turkey,near east,240000000000.0,-0.81
1138,2002,550000000.0,turkey,near east,240000000000.0,-0.81
1139,2002,40000000.0,oman,near east,20142756175.0,0.93
1140,2002,32000000.0,colombia,latin amer. & carib,97963003805.0,-1.95
1141,2002,40000000.0,guinea,sub-saharan africa,2950198649.0,-1.42
1142,2002,93233569.285,brazil,latin amer. & carib,508000000000.0,0.33
1143,2002,29500000.0,indonesia,asia (ex. near east),196000000000.0,-1.58
1144,2002,100000000.0,china,asia (ex. near east),1470000000000.0,-0.33
1145,2002,24250000.0,ukraine,c.w. of ind. states,42351593887.0,-0.3
1146,2002,5000000.0,jordan,near east,9582453032.0,-0.46
1147,2002,463000000.0,india,asia (ex. near east),515000000000.0,-1.21
1148,2002,5000000.0,guatemala,latin amer. & carib,20444205991.0,-0.84
1149,2002,150000000.0,guatemala,latin amer. & carib,20444205991.0,-0.84
1150,2002,250000000.0,china,asia (ex. near east),1470000000000.0,-0.33
1151,2002,32811408.2575,tunisia,northern africa,23142153760.0,0.15
1152,2002,100000000.0,russia,c.w. of ind. states,345000000000.0,-0.72
1153,2002,42000000.0,dominica,latin amer. & carib,333196296.3,0.55
1154,2002,8720000.0,algeria,northern africa,56760318215.0,-1.63
1155,2002,50000000.0,russia,c.w. of ind. states,345000000000.0,-0.72
1156,2002,85000000.0,russia,c.w. of ind. states,345000000000.0,-0.72
1157,2002,122500000.0,russia,c.w. of ind. states,345000000000.0,-0.72
1158,2002,1810000.0,mauritius,sub-saharan africa,4841310240.0,1.12
1159,2002,142600000.0,el salvador,latin amer. & carib,12664190300.0,0.3
1160,2002,20000000.0,oman,near east,20142756175.0,0.93
1161,2002,100000000.0,china,asia (ex. near east),1470000000000.0,-0.33
1162,2002,200000000.0,indonesia,asia (ex. near east),196000000000.0,-1.58
1163,2002,100000000.0,china,asia (ex. near east),1470000000000.0,-0.33
1164,2002,100000000.0,china,asia (ex. near east),1470000000000.0,-0.33
1165,2002,300000000.0,turkey,near east,240000000000.0,-0.81
