file_name,sector,agreement_date,year
1990_february_22_262671468094782907_conformed-copy--l3166--industrial-export-development-project--loan-agreement.txt,industrial-export-development,1990_february_22,1990
1990_february_22_466461468296115371_conformed-copy--l3167--agroindustries-export-development-project--loan-agreement.txt,agroindustries-export-development,1990_february_22,1990
1990_february_2_422441468292518842_conformed-copy--l3147--transmission-extension-and-reinforcement-project--loan-agreement.txt,transmission-extension-and-reinforcement,1990_february_2,1990
1990_february_2_586931468145152507_conformed-copy--c2078--rural-electrification-project--loan-agreement.txt,rural-electrification,1990_february_2,1990
1990_february_2_954651468026689066_conformed-copy--l3103--fourth-power-project--loan-agreement.txt,fourth-power,1990_february_2,1990
1990_february_4_788911468053944931_conformed-copy--l3159--interest-support-loan--loan-agreement.txt,interest-support,1990_february_4,1990
1990_february_7_165011468011151104_conformed-copy--l3143--financial-markets-project--loan-agreement.txt,financial-markets,1990_february_7,1990
1990_february_7_214111468059951800_conformed-copy--l3136--industrial-finance-project--loan-agreement-2.txt,industrial-finance,1990_february_7,1990
1990_february_7_236061468274189148_conformed-copy--l3136--industrial-finance-project--loan-agreement-6.txt,industrial-finance,1990_february_7,1990
1990_february_7_408261468059043876_conformed-copy--l3136--industrial-finance-project--loan-agreement-5.txt,industrial-finance,1990_february_7,1990
1990_february_7_484641468287378263_conformed-copy--l3136--industrial-finance-project--loan-agreement-7.txt,industrial-finance,1990_february_7,1990
1990_february_7_741731468054580930_conformed-copy--l3136--industrial-finance-project--loan-agreement-1.txt,industrial-finance,1990_february_7,1990
1990_february_7_816671468053053986_conformed-copy--l3136--industrial-finance-project--loan-agreement-3.txt,industrial-finance,1990_february_7,1990
1990_february_7_995471468120545067_conformed-copy--l3136--industrial-finance-project--loan-agreement-4.txt,industrial-finance,1990_february_7,1990
1990_february_9_411291468033294428_conformed-copy--c2076--punjab-irrigation-and-drainage-project--loan-agreement.txt,punjab-irrigation-and-drainage,1990_february_9,1990
1990_january_10_784351468234894668_conformed-copy--l3130--third-agricultural-research-project--loan-agreement.txt,third-agricultural-research,1990_january_10,1990
1990_january_11_125511468051878371_conformed-copy--l3145--highway-rehabilitation-and-improvement-project--loan-agreement.txt,highway-rehabilitation-and-improvement,1990_january_11,1990
1990_january_11_891941468049466312_conformed-copy--l3139--rubber-industry-smallholders-development-authority-project--loan-agreement.txt,rubber-industry-smallholders-development-authority,1990_january_11,1990
1990_january_16_733341468033245855_conformed-copy--l3155--abidjan-environmental-protection-project--loan-agreement.txt,abidjan-environmental-protection,1990_january_16,1990
1990_january_19_603521468295511275_conformed-copy--l3146--second-municipal-development-project--loan-agreement.txt,second-municipal-development,1990_january_19,1990
1990_january_23_531161468272091367_conformed-copy--l3141--second-agricultural-marketing-project--loan-agreement.txt,second-agricultural-marketing,1990_january_23,1990
1990_january_25_707061468302738531_conformed-copy--l3153--technical-assistance-project--loan-agreement.txt,technical-assistance,1990_january_25,1990
1990_january_25_982071468334274747_conformed-copy--l3152--structural-adjustment-loan--loan-agreement.txt,structural-adjustment,1990_january_25,1990
1990_january_31_669111468337266603_conformed-copy--l3063--agricultural-credit-and-export-promotion-project--loan-agreement.txt,agricultural,1990_january_31,1990
1990_january_5_658601468273303198_conformed-copy--l3142--industry-and-trade-policy-adjustment-loan--loan-agreement.txt,industry-and-trade-policy-adjustment,1990_january_5,1990
1990_july_27_260891468290103735_conformed-copy--l3241--transport-sector-project--loan-agreement.txt,transport-sector,1990_july_27,1990
1990_july_27_619901468772182028_conformed-copy--l3172--integrated-phosphate-project--loan-agreement.txt,integrated-phosphate,1990_july_27,1990
1990_july_2_291921468295198343_conformed-copy--l3215--energy-resource-development-project--loan-agreement.txt,energy-resource-development,1990_july_2,1990
1990_july_6_261741468043502570_conformed-copy--l3243--second-forestry-institutions-and-conservation-project--loan-agreement.txt,second-forestry-institutions-and-conservation,1990_july_6,1990
1990_july_6_436671468042269159_conformed-copy--l3209--gas-utilization-project--loan-agreement.txt,gas-utilization,1990_july_6,1990
1990_july_6_503881468258537286_conformed-copy--l3219--second-jabotabek-urban-development-project--loan-agreement.txt,second-jabotabek-urban-development,1990_july_6,1990
"1990_july_9_410981468296958954_conformed-copy--l3242--first-water-supply,-sewerage-and-sanitation-project--loan-agreement.txt","first-water-supply,-sewerage-and-sanitation",1990_july_9,1990
1990_july_9_673731468058475489_conformed-copy--l3244--second-elementary-education-project--loan-agreement.txt,second-elementary-education,1990_july_9,1990
1990_june_11_214151468298750915_conformed-copy--l3193--transport-project--railways--loan-agreement.txt,transport,1990_june_11,1990
1990_june_12_458961468100490988_pakistan--agricultural-credit-project-_-loan-3226--loan-agreement--conformed.txt,agricultural,1990_june_12,1990
1990_june_13_408031468034196200_conformed-copy--l3196--cement-industry-restructuring-project--loan-agreement.txt,cement-industry-restructuring,1990_june_13,1990
1990_june_15_203121469672154938_conformed-copy--l3156--second-forestry-development-project--loan-agreement.txt,second-forestry-development,1990_june_15,1990
1990_june_15_954141468273920553_conformed-copy--l3171--health-sector-investment-project--loan-agreement.txt,health-sector-investment,1990_june_15,1990
1990_june_1_383111468034156865_conformed-copy--l3191--financial-system-modernization-project--loan-agreement.txt,financial-system-modernization,1990_june_1,1990
1990_june_21_438011468254703429_conformed-copy--l3228--structural-adjustment-loan--loan-agreement.txt,structural-adjustment,1990_june_21,1990
1990_june_21_552091468292537231_conformed-copy--l3183--national-seed-and-quarantine-project--loan-agreement.txt,national-seed-and-quarantine,1990_june_21,1990
1990_june_22_418341468249703395_conformed-copy--l3188--housing-project--loan-agreement.txt,housing,1990_june_22,1990
1990_june_28_166721468033245385_conformed-copy--l3240--water-supply-and-sanitation-sector-adjustment-loan--loan-agreement.txt,water-supply-and-sanitation-sector-adjustment,1990_june_28,1990
1990_june_29_129481468286469491_conformed-copy--l3154--third-telecommunications-project--loan-agreement.txt,third-telecommunications,1990_june_29,1990
1990_june_29_294071468252014855_conformed-copy--l3229--integrated-agricultural-export-project--loan-agreement.txt,integrated-agricultural-export,1990_june_29,1990
1990_june_4_230091468332700242_conformed-copy--l3204--small-coconut-farms-development-project--loan-agreement.txt,small-coconut-farms-development,1990_june_4,1990
1990_june_5_910361468086043431_conformed-copy--l3208--telecommunications-technical-assistance-project--loan-agreement.txt,telecommunications-technical-assistance,1990_june_5,1990
1990_june_5_933681468053339710_conformed-copy--l3207--road-transport-and-telecommunications-sector-adjustment-loan--loan-agreement.txt,road-transport-and-telecommunications-sector-adjustment,1990_june_5,1990
1990_march_15_704421468273921132_conformed-copy--l3168--highway-sector-project--loan-agreement.txt,highway-sector,1990_march_15,1990
1990_march_16_109471468295806860_conformed-copy--l3165--energy-sector-project.txt,energy-sector,1990_march_16,1990
1990_march_16_199991468095349240_conformed-copy--l3163--energy-sector-project--npc-loan-agreement.txt,energy-sector,1990_march_16,1990
1990_march_16_762811468295511627_conformed-copy--l3164--energy-sector-project--pnoc-loan-agreement.txt,energy-sector,1990_march_16,1990
1990_march_23_384511468039855037_conformed-copy--l3174--agricultural-sector-adjustment-loan--loan-agreement.txt,agricultural-sector-adjustment,1990_march_23,1990
1990_march_29_641961468233042923_conformed-copy--l3162--fourth-small-scale-enterprise-project--loan-agreement.txt,fourth-small-scale-enterprise,1990_march_29,1990
1990_march_30_378911468334766268_conformed-copy--l3161--third-regional-development-project--loan-agreement.txt,third-regional-development,1990_march_30,1990
1990_march_30_406771468338061081_conformed-copy--l3177--second-agricultural-extension-and-applied-research-project--loan-agreement.txt,second-agricultural-extension-and-applied-research,1990_march_30,1990
1990_march_7_599581468028798895_conformed-copy--l3157--second-rural-roads-sector-project--loan-agreement.txt,second-rural-roads-sector,1990_march_7,1990
1990_may_18_631461468313480210_conformed-copy--l3192--national-education-development-project--loan-agreement.txt,national-education-development,1990_may_18,1990
1990_may_18_754281468085445130_conformed-copy--l3104--refineries-rehabilitation-project--loan-agreement.txt,refineries-rehabilitation,1990_may_18,1990
1990_may_1_928591468034780312_india--technical-education-project-_-loan-3195--loan-agreement--conformed.txt,technical-education,1990_may_1,1990
1990_may_23_981431468034488150_conformed-copy--c2115--hyderabad-water-supply-and-sanitation-project--loan-agreement.txt,hyderabad-water-supply-and-sanitation,1990_may_23,1990
1990_may_4_672831468303835056_conformed-copy--l3187--second-structural-adjustment-loan--loan-agreement.txt,second-structural-adjustment,1990_may_4,1990
1990_may_7_111051468332980397_conformed-copy--l3125--essential-drugs-project--loan-agreement.txt,essential-drugs,1990_may_7,1990
1990_may_7_597241468056655874_conformed-copy--l3132--second-highways-project--loan-agreement.txt,second-highways,1990_may_7,1990
1990_may_8_403111468023402330_conformed-copy--l3071--agricultural-storage-project--loan-agreement.txt,agricultural-storage,1990_may_8,1990
1990_november_13_110501468164647843_conformed-copy--l3068--seventh-railway-project--loan-agreement-2.txt,seventh-railway,1990_november_13,1990
1990_november_13_253961468300588338_conformed-copy--l3068--seventh-railway-project--loan-agreement-4.txt,seventh-railway,1990_november_13,1990
1990_november_13_305991468107076757_conformed-copy--l3068--seventh-railway-project--loan-agreement-1.txt,seventh-railway,1990_november_13,1990
1990_november_13_616181468093594391_conformed-copy--l3068--seventh-railway-project--loan-agreement-3.txt,seventh-railway,1990_november_13,1990
1990_november_2_818541468289795819_conformed-copy--l3116--power-system-maintenance-and-rehabilitation-project--loan-agreement.txt,power-system-maintenance-and-rehabilitation,1990_november_2,1990
1990_november_30_122571468043744539_conformed-copy--l3267--second-private-sector-development-loan--loan-agreement.txt,second-private-sector-development,1990_november_30,1990
1990_november_7_123971468052804464_conformed-copy--l3258--second-petrochemicals-development-project--loan-agreement.txt,second-petrochemicals-development,1990_november_7,1990
1990_november_7_342581468033677831_conformed-copy--l3259-second-petrochemicals-development-project--loan-agreement.txt,,1990_november_7,1990
1990_november_8_384401468332700618_conformed-copy--l3263--earthquake-reconstruction-project--loan-agreement.txt,earthquake-reconstruction,1990_november_8,1990
1990_november_8_543741468059064750_conformed-copy--l3261--second-communal-irrigation-development-project--loan-agreement.txt,second-communal-irrigation-development,1990_november_8,1990
1990_october_12_542521468097197848_conformed-copy--l3126--tree-crops-project--loan-agreement.txt,tree-crops,1990_october_12,1990
1990_october_15_849541468121736492_conformed-copy--l3224--financial-sector-adjustment-loan--loan-agreement.txt,financial-sector-adjustment,1990_october_15,1990
1990_october_1_416071468234864951_conformed-copy--l3251--women-in-development-project--loan-agreement.txt,women-in-development,1990_october_1,1990
1990_october_22_516041468097193489_conformed-copy--l3252--corporate-restructuring-and-system-expansion-project--loan-agreement.txt,corporate-restructuring-and-system-expansion,1990_october_22,1990
1990_october_22_687691468332672382_conformed-copy--l3252--corporate-restructuring-and-system-expansion-project--agreement-amending-loan-agreement.txt,corporate-restructuring-and-system-expansion,1990_october_22,1990
1990_october_23_672891468035099877_conformed-copy--c2133--seventh-population-project--loan-agreement.txt,seventh-population,1990_october_23,1990
1990_october_23_719821468253857318_conformed-copy--c2179--andhra-pradesh-cyclone-emergency-reconstruction-project--loan-agreement.txt,andhra-pradesh-cyclone-emergency-reconstruction,1990_october_23,1990
1990_october_23_748681468034486123_conformed-copy--c2173--integrated-child-development-services-project--loan-agreement.txt,integrated-child-development-services,1990_october_23,1990
1990_october_29_223181468249661880_conformed-copy--l3264--second-telecommunications-project--loan-agreement.txt,second-telecommunications,1990_october_29,1990
1990_october_30_387091468230120146_china--fourth-rural-credit-report-_-credit-2182--loan-agreement--conformed.txt,fourth-rural,1990_october_30,1990
1990_october_3_182781468034489430_conformed-copy--l3239--private-power-utilities-tec-project--loan-agreement.txt,private-power-utilities-tec,1990_october_3,1990
1990_october_3_197341468033545264_conformed-copy--l3237--northern-region-transmission-project--loan-agreement.txt,northern-region-transmission,1990_october_3,1990
1990_september_12_251241468026048559_conformed-copy--l3222--limassol-amathus-sewerage-and-drainage-project--loan-agreement.txt,limassol-amathus-sewerage-and-drainage,1990_september_12,1990
1990_september_12_829791468006280842_conformed-copy--l3248--tuli-block-roads-project--loan-agreement.txt,tuli-block-roads,1990_september_12,1990
1990_september_17_165551468003302798_conformed-copy--l3105--third-ports-project--loan-agreement.txt,third-ports,1990_september_17,1990
1990_september_17_765251468036320802_conformed-copy--l3257--second-structural-adjustment-loan--loan-agreement.txt,second-structural-adjustment,1990_september_17,1990
1990_september_24_172681468175480879_conformed-copy--l3217--agricultural-research-and-extension-project--loan-agreement.txt,agricultural-research-and-extension,1990_september_24,1990
1990_september_24_975141468110676652_conformed-copy--l3255--employment-and-training-fund-project--loan-agreement.txt,employment-and-training-fund,1990_september_24,1990
1990_september_25_158241468270309119_conformed-copy--l3189--transmission-and-distribution-project--loan-agreement.txt,transmission-and-distribution,1990_september_25,1990
1990_september_26_150131468010235627_conformed-copy--l3216--agricultural-research-and-pilot-extension-project--loan-agreement.txt,agricultural-research-and-pilot-extension,1990_september_26,1990
1990_september_26_546681468211454433_conformed-copy--l3176--technical-assistance-project--loan-agreement.txt,technical-assistance,1990_september_26,1990
1990_september_27_694611468337267675_conformed-copy--l3179--forest-resources-management-and-development-project--loan-agreement.txt,forest-resources-management-and-development,1990_september_27,1990
1990_september_28_795991468145154325_conformed-copy--c2153--agricultural-credit-project--loan-agreement.txt,agricultural,1990_september_28,1990
1990_september_4_804011468034780583_india--integrated-child-development-services-project-_-loan-3253--loan-agreement--conformed.txt,integrated-child-development-services,1990_september_4,1990
1991_april_12_857221468270307403_conformed-copy--l3272--basic-health-care-project--loan-agreement.txt,basic-health-care,1991_april_12,1991
1991_april_17_657171468052436275_conformed-copy--c2215--agricultural-development-project--tamil-nadu--loan-agreement.txt,agricultural-development,1991_april_17,1991
1991_april_24_247291468293118064_conformed-copy--l3317--oso-condensate-field-development-project--loan-agreement.txt,oso-condensate-field-development,1991_april_24,1991
1991_april_29_620661468034157107_conformed-copy--l3313--human-resources-development-project--loan-agreement.txt,human-resources-development,1991_april_29,1991
1991_april_30_470981468005697913_conformed-copy--l3169--highways-management-and-rehabilitation-project--loan-agreement.txt,highways-management-and-rehabilitation,1991_april_30,1991
1991_april_4_401941468059065368_conformed-copy--l3312--cottage-enterprise-finance-project--loan-agreement.txt,cottage-enterprise-finance,1991_april_4,1991
1991_april_5_449721468114233978_conformed-copy--l3296--technology-development-project--loan-agreement.txt,technology-development,1991_april_5,1991
1991_april_8_146261468202131867_conformed-copy--l3291--public-enterprise-reform-adjustment-loan--loan-agreement.txt,public-enterprise-reform-adjustment,1991_april_8,1991
1991_april_8_875461468194069317_conformed-copy--l3292--public-enterprise-reform-execution-project--loan-agreement.txt,public-enterprise-reform-execution,1991_april_8,1991
1991_august_14_384731468295198725_conformed-copy--l3341--financial-institutions-development-loan--loan-agreement.txt,financial-institutions-development,1991_august_14,1991
1991_august_16_166861468059708142_conformed-copy--l3365--financial-sector-development-project--loan-agreement-6.txt,financial-sector-development,1991_august_16,1991
1991_august_16_194091468053967727_conformed-copy--l3365--financial-sector-development-project--loan-agreement-5.txt,financial-sector-development,1991_august_16,1991
1991_august_16_275881468060535362_conformed-copy--l3365--financial-sector-development-project--loan-agreement-9.txt,financial-sector-development,1991_august_16,1991
1991_august_16_389641468273922307_conformed-copy--l3365--financial-sector-development-project--loan-agreement-4.txt,financial-sector-development,1991_august_16,1991
1991_august_16_732321468324873162_conformed-copy--l3365--financial-sector-development-project--loan-agreement-3.txt,financial-sector-development,1991_august_16,1991
1991_august_16_737361468273921426_conformed-copy--l3365--financial-sector-development-project--loan-agreement-2.txt,financial-sector-development,1991_august_16,1991
1991_august_16_773831468123870611_conformed-copy--l3365--financial-sector-development-project--loan-agreement-8.txt,financial-sector-development,1991_august_16,1991
1991_august_16_818571468054588351_conformed-copy--l3365--financial-sector-development-project--loan-agreement-7.txt,financial-sector-development,1991_august_16,1991
1991_august_16_899631468287374650_conformed-copy--l3365--financial-sector-development-project--loan-agreement-1.txt,financial-sector-development,1991_august_16,1991
1991_august_2_894331468194365039_conformed-copy--l3395--first-petroleum-project--loan-agreement.txt,first-petroleum,1991_august_2,1991
1991_august_6_927611468289811398_conformed-copy--l3326--health-system-fund-project--loan-agreement.txt,health-system-fund,1991_august_6,1991
1991_august_8_361941468292857437_conformed-copy--l3340--sulawesi--irian-jaya-urban-development-project--loan-agreement.txt,sulawesi--irian-jaya-urban-development,1991_august_8,1991
1991_august_8_470421468041398802_conformed-copy--l3385--technical-assistance-project-for-public-and-private-provision-of-infrastructure--loan-agreement.txt,technical-assistance,1991_august_8,1991
1991_august_8_728601468043745684_conformed-copy--l3349--power-transmission-project--loan-agreement.txt,power-transmission,1991_august_8,1991
1991_december_11_602151468048549822_conformed-copy--l3413--gas-system-expansion-project--loan-agreement.txt,gas-system-expansion,1991_december_11,1991
1991_december_13_451651468313473571_conformed-copy--l3424--economic-and-financial-reforms-support-loan--loan-agreement.txt,economic-and-financial-reforms-support,1991_december_13,1991
1991_december_16_745201468223756890_conformed-copy--c2312--beijing-environmental-project--loan-agreement.txt,beijing-environmental,1991_december_16,1991
1991_december_23_626741468019151457_conformed-copy--c2324--competitiveness-and-regulatory-reform-adjustment-credit--loan-agreement.txt,competitiveness-and-regulatory-reform-adjustment,1991_december_23,1991
1991_december_23_984961468245991797_conformed-copy--c2323--human-resources-development-credit--loan-agreement.txt,human-resources-development,1991_december_23,1991
1991_december_5_391091468051849169_conformed-copy--c2316--structural-adjustment-loan--loan-agreement.txt,structural-adjustment,1991_december_5,1991
1991_december_9_878011468233700064_conformed-copy--l3414--basic-education-rehabilitation-project--loan-agreement.txt,basic-education-rehabilitation,1991_december_9,1991
1991_february_11_164661468281042835_conformed-copy--l3277--environmental-monitoring-and-development-project--loan-agreement.txt,environmental-monitoring-and-development,1991_february_11,1991
1991_february_13_557691468023066801_conformed-copy--l3198--second-pumping-stations-rehabilitation-project--loan-agreement.txt,second-pumping-stations-rehabilitation,1991_february_13,1991
1991_february_15_781641468006595642_conformed-copy--l3269--science-research-and-training-project--loan-agreement.txt,science-research-and-training,1991_february_15,1991
1991_february_27_660491468204858318_conformed-copy--l3266--science-and-technology-university-development-project--loan-agreement.txt,science-and-technology-university-development,1991_february_27,1991
1991_january_11_818281468251392771_conformed-copy--c2100--integrated-watershed-development-hills-project--loan-agreement.txt,integrated-watershed-development-hills,1991_january_11,1991
1991_january_14_586211468016831432_conformed-copy--l3268--private-sector-finance-project--loan-agreement.txt,private-sector-finance,1991_january_14,1991
1991_january_15_228881468334837802_conformed-copy--l3273--second-railways-project--loan-agreement.txt,second-railways,1991_january_15,1991
1991_january_16_671701468292861096_conformed-copy--l3282--fertilizer-restructuring-project--loan-agreement.txt,fertilizer-restructuring,1991_january_16,1991
1991_january_17_919131468230936334_conformed-copy--c2186--rural-industrial-technology-spark-project--loan-agreement.txt,rural-industrial-technology-spark,1991_january_17,1991
1991_january_18_539881468270888981_conformed-copy--l3271--water-supply-and-sanitation-sector-project--loan-agreement.txt,water-supply-and-sanitation-sector,1991_january_18,1991
1991_january_23_692111468057300727_conformed-copy--l3287--industrial-restructuring-project--loan-agreement.txt,industrial-restructuring,1991_january_23,1991
1991_january_30_418061468224673627_conformed-copy--c2201--medium-sized-cities-development-project--loan-agreement.txt,medium-sized-cities-development,1991_january_30,1991
1991_january_8_425391468007245971_conformed-copy--l3210--industrial-restructuring-demonstration-project--emb--loan-agreement.txt,industrial-restructuring-demonstration,1991_january_8,1991
1991_january_8_493291468003299558_conformed-copy--l3212--industrial-restructuring-demonstration-project--emb--loan-agreement.txt,industrial-restructuring-demonstration,1991_january_8,1991
1991_january_8_497391468010235364_conformed-copy--l3211-industrial-restructuring-demonstration-project--emb--loan-agreement.txt,emb-,1991_january_8,1991
1991_january_8_624871468007279337_conformed-copy--l3213--industrial-restructuring-demonstration-project--emb--loan-agreement.txt,industrial-restructuring-demonstration,1991_january_8,1991
1991_january_8_792741468194634829_conformed-copy--l3214--industrial-restructuring-demonstration-project--emb--loan-agreement.txt,industrial-restructuring-demonstration,1991_january_8,1991
1991_january_8_887461468236956510_china--medium-sized-cities-development-project-_-credit-2201--loan-agreement--conformed.txt,medium-sized-cities-development,1991_january_8,1991
1991_july_10_359251468293443277_conformed-copy--l3342--privatization-and-restructuring-project--loan-agreement.txt,privatization-and-restructuring,1991_july_10,1991
1991_july_10_662501468296689478_conformed-copy--l3343--agricultural-development-project--loan-agreement.txt,agricultural-development,1991_july_10,1991
1991_july_11_195271468095380036_conformed-copy--c2277--environment-and-natural-resources-sector-adjustment--loan-agreement.txt,environment-and-natural-resources-sector-adjustment-,1991_july_11,1991
1991_july_11_250871468095349511_conformed-copy--l3356--rural-finance-project--loan-agreement.txt,rural-finance,1991_july_11,1991
1991_july_11_271811468250519320_conformed-copy--l3364--gas-flaring-reduction-project--loan-agreement.txt,gas-flaring-reduction,1991_july_11,1991
1991_july_11_727591468022756661_conformed-copy--l3387--ertan-hydroelectric-project--loan-agreement.txt,ertan-hydroelectric,1991_july_11,1991
1991_july_12_704341468052437661_conformed-copy--l3344--private-power-utilities-bses-project--loan-agreement.txt,private-power-utilities-bses,1991_july_12,1991
1991_july_17_119251468042936547_conformed-copy--l3355--dead-sea-industrial-exports-project--loan-agreement.txt,dead-sea-industrial-exports,1991_july_17,1991
1991_july_19_283861468284330534_conformed-copy--l3329--housing-project--loan-agreement.txt,housing,1991_july_19,1991
1991_july_19_590631468273633666_conformed-copy--l3330--health-technology-project--loan-agreement.txt,health-technology,1991_july_19,1991
1991_july_22_503091511293998619_conformed-copy--l3384--technical-assistance-for-economic-reform-project--loan-agreement.txt,technical-assistance-for-economic-reform,1991_july_22,1991
1991_july_24_700141468033732142_conformed-copy--l3391--oil-and-gas-sector-development-loan--loan-agreement.txt,oil-and-gas-sector-development,1991_july_24,1991
1991_july_25_644141468167963900_conformed-copy--l3339--second-family-health-project--loan-agreement.txt,second-family-health,1991_july_25,1991
1991_july_31_466001468260666283_conformed-copy--l3374--structural-adjustment-loan--loan-agreement-2.txt,structural-adjustment,1991_july_31,1991
1991_july_31_574861468246576122_conformed-copy--l3374--structural-adjustment-loan--loan-agreement-3.txt,structural-adjustment,1991_july_31,1991
1991_july_31_648121468246906673_conformed-copy--l3374--structural-adjustment-loan--loan-agreement-1.txt,structural-adjustment,1991_july_31,1991
1991_july_31_940131468096262445_conformed-copy--c2245--third-on-farm-water-management-project--loan-agreement.txt,third-on-farm-water-management,1991_july_31,1991
1991_july_3_268481468145745800_conformed-copy--l3338--employment-promotion-and-services-project--loan-agreement.txt,employment-promotion-and-services,1991_july_3,1991
1991_july_3_369791468145482393_conformed-copy--l3363--technical-assistance-and-critical-imports-project--loan-agreement.txt,technical-assistance-and-critical-imports,1991_july_3,1991
1991_july_5_694741468035355930_conformed-copy--l3347--second-structural-adjustment-loan--loan-agreement.txt,second-structural-adjustment,1991_july_5,1991
1991_july_8_487281468281733008_conformed-copy--c2252--industrial-pollution-control-project--loan-agreement.txt,industrial-pollution-control,1991_july_8,1991
1991_june_10_359111468034737164_conformed-copy--c2241--dam-safety-project--loan-agreement.txt,dam-safety,1991_june_10,1991
1991_june_10_371051468019792443_conformed-copy--c2226--jiangsu-provincial-transport-project--loan-agreement.txt,jiangsu-provincial-transport,1991_june_10,1991
1991_june_14_321521468123869811_conformed-copy--l3262--second-rural-electrification-project--agreement-amending-loan-agreement.txt,second-rural-electrification,1991_june_14,1991
1991_june_14_751981468287374273_conformed-copy--l3262--second-rural-electrification-project--loan-agreement.txt,second-rural-electrification,1991_june_14,1991
1991_june_20_289611468012945433_conformed-copy--c2256--irrigated-agriculture-intensification-project--loan-agreement.txt,irrigated-agriculture-intensification,1991_june_20,1991
1991_june_20_936781468260123642_conformed-copy--l3320--industrial-restructuring-project--loan-agreement.txt,industrial-restructuring,1991_june_20,1991
1991_june_25_872341468194635562_conformed-copy--l3352--enterprise-and-financial-sector-adjustment-loan--loan-agreement.txt,enterprise-and-financial-sector-adjustment,1991_june_25,1991
1991_june_26_528571468271220789_conformed-copy--l3310--decentralization-and-regional-development-project--loan-agreement.txt,decentralization-and-regional-development,1991_june_26,1991
1991_june_26_815011468271251194_conformed-copy--l3357--agricultural-sector-adjustment-loan-ii--loan-agreement.txt,agricultural-sector-adjustment,1991_june_26,1991
1991_june_28_142671468051236041_conformed-copy--l3386--financial-and-program-management-improvement-project--loan-agreement.txt,financial-and,1991_june_28,1991
1991_june_28_429701468312295733_conformed-copy--l3346--private-investment-credit-project--loan-agreement.txt,private-investment,1991_june_28,1991
1991_june_28_662691468116369316_conformed-copy--l3324--state-and-provincial-roads-project--loan-agreement.txt,state-and-provincial-roads,1991_june_28,1991
1991_june_28_817601468100492360_conformed-copy--l3318--microenterprise-project--loan-agreement.txt,microenterprise,1991_june_28,1991
1991_june_3_865181468276358441_conformed-copy--l3315--third-technology-advancement-project--loan-agreement.txt,third-technology-advancement,1991_june_3,1991
1991_june_3_991181468082435701_conformed-copy--l3314--vocational-education-project--loan-agreement.txt,vocational-education,1991_june_3,1991
1991_june_5_990601468056437545_conformed-copy--l3333--agricultural-management-and-services-project--loan-agreement.txt,agricultural-management-and-services,1991_june_5,1991
1991_march_12_244861468033281545_india--agricultural-development-project-tamil-nadu-_-credit-2215--loan-agreement--conformed.txt,agricultural-development,1991_march_12,1991
1991_march_12_983761468273040826_conformed-copy--l3293--structural-adjustment-loan--loan-agreement.txt,structural-adjustment,1991_march_12,1991
1991_march_15_436311468015662240_conformed-copy--l3288--shanghai-industrial-development-project--loan-agreement.txt,shanghai-industrial-development,1991_march_15,1991
1991_march_18_359421468286495737_conformed-copy--l3290--public-sector-training-project--loan-agreement.txt,public-sector-training,1991_march_18,1991
1991_march_21_183671468253242140_conformed-copy--l3301--earthquake-recovery-project--loan-agreement.txt,earthquake-recovery,1991_march_21,1991
1991_march_22_692491468292923977_conformed-copy--l3303--second-trade-and-financial-sector-adjustment-loan--loan-agreement.txt,second-trade-and-financial-sector-adjustment,1991_march_22,1991
1991_may_14_677361468042936251_conformed-copy--l3306--emergency-recovery-project--loan-agreement.txt,emergency-recovery,1991_may_14,1991
1991_may_22_341181468311158430_conformed-copy--l3308--hospital-restructuring-support-project--loan-agreement.txt,hospital-restructuring-support,1991_may_22,1991
1991_may_22_505201468116672751_conformed-copy--l3307--population-and-family-health-project--loan-agreement.txt,population-and-family-health,1991_may_22,1991
1991_may_24_331221468007280348_conformed-copy--l3299--pilot-public-health-management-project--loan-agreement.txt,pilot-public-health-management,1991_may_24,1991
1991_may_29_404251468296116099_conformed-copy--l3319--telecommunications-project--loan-agreement.txt,telecommunications,1991_may_29,1991
1991_may_2_558961468300836756_conformed-copy--l3309--export-sector-loan--loan-agreement.txt,export-sector,1991_may_2,1991
1991_may_3_191231468043745429_conformed-copy--l3311--second-higher-education-development-project--loan-agreement.txt,second-higher-education-development,1991_may_3,1991
1991_may_3_324031468269659604_conformed-copy--l3304--east-java--bali-urban-development-project--loan-agreement.txt,east-java--bali-urban-development,1991_may_3,1991
1991_may_3_374971468052775364_conformed-copy--l3298--fifth-population-family-planning-and-safe-motherhood-project--loan-agreement.txt,fifth-population-family-planning-and-safe-motherhood,1991_may_3,1991
1991_may_3_475911468258537912_conformed-copy--l3302--provincial-irrigated-agriculture-development-project--loan-agreement.txt,provincial-irrigated-agriculture-development,1991_may_3,1991
1991_may_3_795321468043745115_conformed-copy--l3305--yogyakarta-upland-area-development-project--loan-agreement.txt,yogyakarta-upland-area-development,1991_may_3,1991
1991_may_7_107521468303622178_conformed-copy--l3230--third-highway-sector-project--loan-agreement-3230-yu.txt,third-highway-sector,1991_may_7,1991
1991_may_7_276491468107079011_conformed-copy--l3231--third-highway-sector-project--loan-agreement-3231-yu.txt,third-highway-sector,1991_may_7,1991
1991_may_7_374751468306855715_conformed-copy--l3234--third-highway-sector-project--loan-agreement-3234-yu.txt,third-highway-sector,1991_may_7,1991
