filename,loan_amount,currency
1994_september_30_745841468259144739_conformed-copy--l3792--land-administration-project--loan-agreement.txt,80000000,$
1994_september_6_953611468240315906_china--shenyang-industrial-reform-project-_-loan-3788--loan-agreement--conformed.txt,175000000,$
1995_april_19_938951468276555573_conformed-copy--l3851--pre-export-guarantee-facility-project--loan-agreement.txt,30000000,$
1995_april_20_361151468268204776_conformed-copy--l3845--second-rural-electrification-project--loan-agreement.txt,398000000,$
1995_april_20_474471468018054581_colombia--agricultural-technology-development-project-_-loan-3871--loan-agreement--conformed.txt,51000000,$
1995_april_20_610741468260092665_croatia--highway-sector-project-_-loan-3869--loan-agreement--conformed.txt,80000000,$
1995_april_25_130491468057353813_russia--emergency-oil-spill-recovery-and-mitigation-project-_-loan-3872--loan-agreement--conformed.txt,99000000,$
1995_april_25_144831468094152851_conformed-copy--l3853--tax-administration-modernization-project--loan-agreement.txt,16800000,$
1995_april_25_156521468092099216_conformed-copy--l3872--emergency-oil-spill-recovery-and-mitigation-project--loan-agreement.txt,99000000,$
1995_april_25_200381468092098923_conformed-copy--l3824--management-and-financial-training-project--loan-agreement.txt,40000000,$
1995_april_25_250351468024580226_china--yangtze-basin-water-resources-project-_-loan-3874--loan-agreement--conformed.txt,100000000,$
1995_april_25_260911468332967885_conformed-copy--l3850--housing-project--loan-agreement.txt,400000000,$
1995_april_27_269661468247827079_conformed-copy--l3869--highway-sector-project--loan-agreement.txt,80000000,$
1995_april_28_798531468095351006_conformed-copy--l3852--women_s-health-_-safe-motherhood-project--loan-agreement.txt,18000000,$
1995_april_5_791321468131718675_conformed-copy--l3861--rehabilitation-loan--loan-agreement.txt,160000000,$
1995_april_6_104371468292864005_conformed-copy--l3854--kalimantan-urban-development--loan-agreement.txt,136000000,$
1995_august_1_293631468123872257_conformed-copy--l3928--financial-markets-development-loan--loan-agreement.txt,600000000,FRF
1995_august_1_637301468024854669_china--shanghai-zhejiang-highway-project-_-loan-3929--loan-agreement--conformed.txt,260000000,$
1995_august_29_117341468295011723_conformed-copy--l3936--power-sector-rehabilitation-and-modernization-project--loan-assumption-agreement-2.txt,1438450,$
1995_august_29_488881468094788929_conformed-copy--l3936--power-sector-rehabilitation-and-modernization-project--loan-assumption-agreement-1.txt,69908805,$
1995_august_29_513061468294047161_conformed-copy--l3936--power-sector-rehabilitation-and-modernization-project--loan-assumption-agreement-3.txt,110000000,$
1995_august_29_648391468296462258_conformed-copy--l3936--power-sector-rehabilitation-and-modernization-project--loan-assumption-agreement-4.txt,110000000,$
1995_august_29_796761468145483049_conformed-copy--l3936--power-sector-rehabilitation-and-modernization-project--loan-agreement.txt,110000000,$
1995_august_29_953621468332494876_conformed-copy--l3936--power-sector-rehabilitation-and-modernization-project--loan-assumption-agreement-5.txt,110000000,$
1995_august_30_217451468054555584_conformed-copy--l3935--emergency-drought-recovery-project--loan-agreement.txt,240000000,FRF
1995_august_30_789401468286469139_conformed-copy--l3934--economic-recovery-program-loan--loan-agreement.txt,50000000,$
1995_august_31_526771468012944588_conformed-copy--l3910--inland-waterways-project--loan-agreement.txt,210000000,$
1995_august_3_698741467993164389_argentina--provincial-health-sector-development-project-_-loan-3931--loan-agreement--conformed.txt,101400000,$
1995_august_7_524761468281043709_conformed-copy--l3859--higher-and-technical-education-project--loan-agreement.txt,16000000,$
1995_december_12_935821468333015377_conformed-copy--l3950--telecommunications-regulation-and-privatization-support-project--loan-agreement.txt,35000000,$
1995_december_19_402631468019233216_china--labor-market-development-project-_-loan-3967--loan-agreement--conformed.txt,10000000,$
1995_december_19_757861468219903295_china--hubei-urban-environmental-project-_-loan-3966--loan-agreement--conformed.txt,125000000,$
1995_december_20_121361488898139204_conformed-copy--l3952--santa-fe-i-water-supply-and-sewerage-rehabilitation-project--loan-agreement.txt,58000000,$
1995_december_20_197131468015291404_conformed-copy--l3897--seventh-railway-project--loan-agreement.txt,400000000,$
1995_december_20_896681468228919589_conformed-copy--c2756--iodine-deficiency-disorders-control-project--loan-agreement.txt,7000000,$
1995_december_21_203801468260950914_dominican-republic--basic-education-reform-project-_-loan-3969--loan-agreement--conformed.txt,3070000,$
1995_december_21_363851468034796829_grenada--basic-education-reform-project-_-credit-2804--loan-agreement--conformed.txt,3826000,$
1995_december_21_586571468266361905_indonesia--industrial-technology-development-project-_-loan-3972--loan-agreement--conformed.txt,47000000,$
1995_december_21_931111468038093577_grenada--basic-education-reform-project-_-loan-3970--loan-agreement--conformed.txt,3826000,$
1995_december_28_242391468256163405_conformed-copy--c2763--bombay-sewage-disposal-project--loan-agreement.txt,167000000,$
1995_december_5_621361468332426303_peru--rural-road-rehabilitation-and-maintenance-project-_-loan-3962--loan-agreement--conformed.txt,90000000,$
1995_december_5_835721468265819213_lithuania--siavliai-environment-project-_-loan-3963--loan-agreement--conformed.txt,6200000,$
1995_february_14_491211468309290068_conformed-copy--l3840--rural-roads-project--loan-agreement.txt,51500000,$
1995_february_14_666831468099555905_paraguay--asuncion-sewerage-project-_-loan-3842--loan-agreement--conformed.txt,46500000,$
1995_february_16_144441468295797720_russia--portfolio-development-project-_-loan-3844--loan-agreement--conformed.txt,40000000,$
1995_february_28_514691468028135637_china--zhejiang-power-development-project-_-loan-3846--loan-agreement--conformed.txt,400000000,$
1995_february_2_932891468058751044_conformed-copy--l3811--lima-water-rehabilitation-and-management-project--loan-agreement.txt,150000000,$
1995_february_6_111741468093272511_conformed-copy--l3806--environmental-management-project--loan-agreement.txt,110000000,$
1995_february_6_708341468058487818_conformed-copy--l3688--irrigated-areas-agricultural-services-project--loan-agreement.txt,25000000,$
1995_january_11_147341468259145033_conformed-copy--l3825--second-professional-human-resource-development--loan-agreement.txt,69000000,$
1995_january_11_823901468215361982_conformed-copy--l3788--shenyang-industrial-reform-project--loan-agreement.txt,175000000,$
1995_january_24_103221468055457851_mexico--financial-sector-technical-assistance-project-_-loan-3838--loan-agreement--1--conformed.txt,23600000,$
1995_january_24_341821468107346878_saint-lucia--basic-education-reform-project-_-credit-2676--loan-agreement--conformed.txt,3364000,$
1995_january_24_469831468107972516_saint-lucia--basic-education-reform-project-_-loan-3837--loan-agreement--conformed.txt,3364000,$
1995_january_26_788201468194631797_conformed-copy--l3834--economic-rehabilitation-support-loan--loan-agreement.txt,150000000,$
1995_january_26_980341468234538617_conformed-copy--l3835--health-project--loan-agreement.txt,18000000,$
1995_january_27_130911468054232681_conformed-copy--l3737--power-rehabilitation-project--loan-agreement.txt,26400000,$
1995_january_27_424841468049173563_conformed-copy--l3816--klaipeda-environment-project--loan-agreement.txt,7000000,$
1995_january_30_863491468145153420_conformed-copy--l3808--financial-sector-deepening-and-intermediation-project--loan-agreement.txt,216000000,$
1995_january_9_162941468278667179_conformed-copy--l3814--liepaja-environment-project--loan-agreement.txt,4000000,$
1995_july_11_211221468304862597_st-lucia--watershed-and-environmental-management-project-_-credit-2768--loan-agreement--conformed.txt,2650000,$
1995_july_11_272841468041692395_conformed-copy--l3905--fourth-health-project--loan-agreement.txt,88000000,$
1995_july_11_551531468041660702_conformed-copy--l3913--second-technical-assistance-project-for-public-and-private-provision-of-infrastructure--loan-agreement.txt,28000000,$
1995_july_11_590401468251723776_conformed-copy--l3904--telecommunication-sector-modernization-project--loan-agreement.txt,325000000,$
1995_july_16_275271468201244314_conformed-copy--l3917--rural-poverty-alleviation-project--bahia--loan-agreement.txt,105000000,$
1995_july_18_277651468024294684_conformed-copy--c2710--yangtze-basin-water-resources-project--loan-agreement.txt,100000000,$
1995_july_18_818121468010835472_conformed-copy--c2744--southwest-poverty-reduction-project--loan-agreement.txt,47500000,$
1995_july_19_246741468088155832_conformed-copy--l3866--enterprise-and-financial-sector-assistance-project--loan-agreement.txt,22000000,$
1995_july_20_459341468290417740_conformed-copy--l3686--roads-rehabilitation-project--loan-agreement.txt,60000000,$
1995_july_27_554381468279939400_morocco--financial-markets-development-loan-_-loan-3928--loan-agreement--conformed.txt,600000000,FRF
1995_july_28_300131468311981093_conformed-copy--l3807--urban-development-project--loan-agreement.txt,29000000,$
1995_july_31_661061468270318813_conformed-copy--l3867--financial-and-enterprises-development-project--loan-agreement.txt,62000000,$
1995_july_6_832331468036281795_india--bombay-sewage-disposal-project-_-credit-2763--loan-agreement--conformed.txt,167000000,$
1995_july_6_903511468221699215_argentina--higher-education-reform-project-_-loan-3921--loan-agreement--conformed.txt,165000000,$
"1995_july_7_275991468274161158_conformed-copy--l3901--secondary,-tertiary-and-rural-roads-project--loan-agreement.txt",57600000,$
1995_july_7_323891468054589051_conformed-copy--l3907--second-madras-water-supply-project--agreement-amending-loan-agreement.txt,6000000,$
1995_july_7_528331468297292180_conformed-copy--l3898--second-rehabilitation-loan--loan-agreement.txt,600000000,$
1995_july_7_556171468107935781_conformed-copy--l3844--portfolio-development-project--loan-agreement.txt,40000000,$
1995_july_7_693951468273871089_conformed-copy--l3907--second-madras-water-supply-project--loan-agreement.txt,275800000,$
1995_june_12_425411468284388779_conformed-copy--l3900--structural-adjustment-loan--loan-agreement.txt,180000000,$
1995_june_12_951991468273348164_conformed-copy--l3896--social-protection-project--loan-agreement.txt,41100000,$
1995_june_13_550161468117540564_venezuela--inparques-project-_-loan-3902--loan-agreement--conformed.txt,55000000,$
1995_june_14_476821468318847063_conformed-copy--l3894--cotton-sub-sector-improvement-project--loan-agreement.txt,66000000,$
1995_june_15_439401468016203752_china--southwest-poverty-reduction-project-_-credit-2744--loan-agreement--conformed.txt,47500000,$
1995_june_15_744001468033673665_hungary--budapest-urban-transport-project-_-loan-3903--loan-agreement--conformed.txt,38000000,$
1995_june_16_168781468041696031_conformed-copy--l3886--second-agricultural-research-management-project--loan-agreement.txt,63000000,$
1995_june_1_378431468241171844_china--seventh-railway-project-_-loan-3897--loan-agreement--conformed.txt,400000000,$
1995_june_20_869741468034839250_india--second-madras-water-supply-project-_-loan-3907--loan-agreement--1--conformed.txt,275800000,$
1995_june_28_793651468019443341_china--iodine-deficiency-disorders-control-project-_-credit-2756--loan-agreement--conformed.txt,7000000,$
1995_june_29_377891468231300630_brazil--rural-poverty-alleviation-project--sergipe-_-loan-3919--loan-agreement--conformed.txt,36000000,$
1995_june_29_394961468229459354_brazil--belo-horizonte-metropolitan-transport-decentralization-project-_-loan-3916--loan-agreement--conformed.txt,99000000,$
1995_june_29_616431468260060527_conformed-copy--l3887--book-and-reading-development-project--loan-agreement.txt,132500000,$
1995_june_29_881591468042047220_conformed-copy--l3888--village-infrastructure-project-for-java--loan-agreement.txt,72500000,$
1995_june_2_126381468087845882_conformed-copy--l3864--second-human-resources-development-sector-investment-project--loan-agreement.txt,60000000,$
1995_june_6_155241468296174426_russia--second-rehabilitation-loan-_-loan-3898--loan-agreement--conformed.txt,600000000,$
1995_june_7_524721468119633236_conformed-copy--l3892--national-rural-finance-project--loan-agreement.txt,65000000,$
1995_june_7_568511468175482202_conformed-copy--l3893--antalya-water-supply-and-sanitation-project--loan-agreement.txt,100000000,$
1995_june_8_839271468300571265_conformed-copy--l3868--transit-facilitation-project--loan-agreement.txt,24000000,$
1995_march_21_745251468298781163_conformed-copy--l3735--industrial-development-project--loan-agreement.txt,175000000,$
1995_march_23_231381468252290674_india--financial-sector-development-project-_-loan-3858--loan-agreement--conformed.txt,200000000,$
1995_march_23_450521468335049833_conformed-copy--c2676--basic-education-reform-project--loan-agreement.txt,350000000,$
1995_march_23_505191468250492093_india--financial-sector-development-project-_-loan-3856--loan-agreement--conformed.txt,350000000,$
1995_march_23_805271468274179271_india--financial-sector-development-project-_-loan-3857--loan-agreement--conformed.txt,150000000,$
1995_march_24_186751468253225393_conformed-copy--l3856--financial-sector-development-project--backstop-facility-loan-agreement.txt,200000000,$
1995_march_24_399751468252878384_conformed-copy--l3856--financial-sector-development-project--modermization-and-institutional-development-loan-agreement.txt,150000000,$
1995_march_24_945141468282309145_conformed-copy--l3856--financial-sector-development-project--loan-agreement.txt,350000000,$
1995_march_28_168311468132592522_uzbekistan--rehabilitation-loan-_-loan-3861--loan-agreement--conformed.txt,160000000,$
1995_march_30_523431468101665847_trinidad-and-tobago--environmental-management-project-_-loan-3863--loan-agreement--conformed.txt,6250000,$
1995_march_3_640721468273665390_conformed-copy--l3828--pusan-urban-transport-management-project--loan-agreement.txt,100000000,$
1995_march_3_724141468048549562_conformed-copy--l3830--waste-disposal-project--loan-agreement.txt,75000000,$
1995_march_7_468271468054656870_conformed-copy--l3829--health-sector-rehabilitation-project--loan-agreement.txt,35700000,$
1995_march_7_719511468009004936_conformed-copy--l3839--sixth-highway-project--loan-agreement.txt,130000000,$
1995_march_8_201461468247826476_conformed-copy--l3843--health-project--loan-agreement.txt,40000000,$
1995_may_16_630781468035336980_indonesia--second-agricultural-research-management-project-_-loan-3886--loan-agreement--conformed.txt,63000000,$
1995_may_23_349441468269439247_thailand--fifth-highway-sector-project-_-loan-3968--loan-agreement--conformed.txt,150000000,$
1995_may_23_491871468113046384_tunisia--national-rural-finance-project-_-loan-3892--loan-agreement--conformed.txt,65000000,$
1995_may_23_525411468041346074_latvia--jelgava-district-heating-rehabilitation-project-_-loan-3890--loan-agreement--conformed.txt,14000000,$
1995_may_23_744491468035337834_indonesia--village-infrastructure-project-for-java-_-loan-3888--loan-agreement--conformed.txt,72500000,$
1995_may_25_258991468020643086_conformed-copy--l3848--sichuan-power-transmission-project--loan-agreement.txt,25000000,$
1995_may_25_473681468012003272_conformed-copy--c2709--fiscal-technical-assistance-project--loan-agreement.txt,25000000,$
1995_may_25_956831468012016296_conformed-copy--l3846--zhejiang-power-development-project--loan-agreement.txt,400000000,$
1995_may_2_916991468057558733_russia--energy-efficiency-project-_-loan-3876--loan-agreement--conformed.txt,70000000,$
1995_may_30_131151468030297188_guatemala--integrated-financial-management-project-_-loan-3895--loan-agreement--conformed.txt,9400000,$
1995_may_4_266751468218656735_argentina--provincial-bank-privatization-loan-_-loan-3878--loan-agreement--conformed.txt,500000000,$
1995_may_4_635931468098655331_st.-lucia--solid-waste-management-project-_-credit-2716--loan-agreement--conformed.txt,2280000,$
1995_may_4_661861468099549525_dominican-republic--solid-waste-management-project-_-loan-3879--loan-agreement--conformed.txt,Error,
1995_november_16_390121468026067630_colombia--power-market-development-project-_-loan-3955--loan-agreement--conformed.txt,145000000,$
1995_november_16_425611468032955085_colombia--power-market-development-project-_-loan-3954--loan-agreement--conformed.txt,104300000,$
1995_november_16_469321468029089121_colombia--santa-fe-i-water-supply-and-sewerage-rehabilitation-project-_-loan-3953--loan-agreement--conformed.txt,87000000,$
1995_november_16_799081468335450232_trinidad-and-tobago--basic-education-project-_-loan-3956--loan-agreement--conformed.txt,51000000,$
1995_november_21_595661467998771093_argentina--public-investment-strengthening-technical-assistance-project-_-loan-3958--loan-agreement--conformed.txt,16000000,$
1995_november_21_629361468010501827_argentina--social-protection-project-_-loan-3957--loan-agreement--conformed.txt,152000000,$
1995_november_27_689991468023403309_conformed-copy--c2672--irrigation-improvement-project--loan-agreement.txt,26700000,$
1995_november_2_443661468011737140_conformed-copy--l3929--shanghai-zhejiang-highway-project--loan-agreement.txt,260000000,$
1995_november_2_578581468225274684_conformed-copy--l3933--ertan-ii-hydroelectric-project--loan-agreement.txt,400000000,$
1995_november_2_752631468021604605_conformed-copy--l3847--technology-development-project--loan-agreement.txt,200000000,$
1995_november_30_242591468038055881_el-salvador--basic-education-modernization-project-_-loan-3945--loan-agreement--conformed.txt,34000000,$
1995_october_10_442081468095976080_conformed-copy--l3938--second-rural-finance-project-floating-rate-single-currency-loan--loan-agreement.txt,50000000,$
1995_october_10_831781488896547933_loan-agreement-for-loan-3838-ph-conformed.txt,62000000,$
1995_october_11_471561468312861765_conformed-copy--l3942--public-financial-management-project--loan-agreement.txt,62000000,$
1995_october_18_773141468003620118_conformed-copy--l3860--second-municipal-development-project--loan-agreement.txt,210000000,$
1995_october_18_863591468001147800_conformed-copy--l3927--mining-development-technical-assistance-project--loan-agreement.txt,16000000,$
1995_october_24_628171468262761589_jordan--economic-reform-and-development-loan-_-loan-3947--loan-agreement--conformed.txt,80000000,$
1995_october_24_748951468208173546_argentina--forestry-development-project-_-loan-3948--loan-agreement--conformed.txt,16000000,$
1995_october_29_140411468038344957_conformed-copy--l3947--economic-reform-and-development-loan--loan-agreement.txt,80000000,$
1995_october_2_532961468252015618_conformed-copy--l3903--budapest-urban-transport-project--loan-agreement.txt,38000000,$
1995_october_31_967871468335508845_uruguay--power-transmission-and-distribution-project-_-loan-3949--loan-agreement--conformed.txt,125000000,$
1995_october_6_676671468092354229_conformed-copy--l3885--urban-transport-project--loan-agreement.txt,329000000,$
1995_october_8_341211468056438079_conformed-copy--l3908--port-development-and-environment-protection-project--loan-agreement.txt,7100000,$
1995_september_14_356901468147292909_philippines--second-rural-finance-project-floating-rate-single-currency-loan-_-loan-3940--loan-agreement--conformed.txt,50000000,$
1995_september_14_938621468057335985_philippines--second-rural-finance-project--currency-pool-loan-_-loan-3938--loan-agreement--conformed.txt,50000000,$
1995_september_18_114531468045863068_conformed-copy--l3890--jelgava-district-heating-rehabilitation-project--loan-agreement.txt,14000000,$
1995_september_19_189061468027276506_conformed-copy--l3870--haapsalu-and-matsula-bays-environment-project--loan-agreement.txt,2000000,$
1995_september_26_834941468056927176_mexico--second-basic-health-care-project-_-loan-3943--loan-agreement--conformed.txt,310000000,$
1995_september_28_247891468310515953_conformed-copy--l3865--hydropower-rehabilitation-and-system-control-project--loan-agreement.txt,114000000,$
1995_september_28_270191468111254035_conformed-copy--l3891--seed-development-project--loan-agreement.txt,32000000,$
1995_september_28_414161468236076125_el-salvador--competitiveness-enhancement-technical-assistance-project-_-loan-3946--loan-agreement--conformed.txt,16000000,$
1995_september_28_570881468039071164_jamaica--generation-recovery-and-improvement-project-_-loan-3944--loan-agreement--conformed.txt,21000000,$
1995_september_6_151341468277738238_conformed-copy--l3930--administrative-rehabilitation-project--loan-agreement.txt,20000000,$
1995_september_7_601621468041485363_bulgaria--agricultural-development-project-_-loan-3771--loan-agreement--conformed.txt,50000000,$
1996_april_12_802951468273604569_conformed-copy--l3993--export-development-project--loan-agreement.txt,40000000,$
1996_april_17_688391468213897720_conformed-copy--l3986--second-shaanxi-provincial-highway-project--loan-agreement.txt,210000000,$
1996_april_17_772891468051871964_conformed-copy--l3977--first-private-sector-development-project--loan-agreement.txt,25000000,$
1996_april_23_318591468027265207_conformed-copy--l3988--farmer-support-services-project--loan-agreement.txt,17000000,$
1996_april_23_939351468027851087_conformed-copy--l3989--technical-assistance-project--loan-agreement.txt,5000000,$
1996_april_23_949761468027265815_conformed-copy--l3999--capital-markets-development-project--loan-agreement.txt,14200000,DEM
1996_august_12_150211468267591336_conformed-copy--l4030--social-sectors-strategy-and-capacity-building-project--loan-agreement.txt,20000000,$
1996_august_12_563021468040602159_conformed-copy--l4043--higher-education-support-project--development-of-undergraduate-education--loan-agreement.txt,65000000,$
1996_august_12_789001468043747237_conformed-copy--l4042--east-java-and-east-nusa-tenggara-junior-secondary-education-project--loan-agreement.txt,99000000,$
1996_august_12_899941468041658938_conformed-copy--l4054--strategic-urban-roads-infrastructure-project--loan-agreement.txt,86900000,$
1996_august_12_983051468041696939_conformed-copy--l4062--central-indonesia-junior-secondary-education-project--loan-agreement.txt,104000000,$
1996_august_1_725561468024295111_conformed-copy--c2886--seed-sector-commercialization-project--loan-agreement.txt,80000000,$
1996_august_22_129411468284389627_conformed-copy--l4077--treasury-modernization-project--loan-agreement.txt,15800000,$
1996_august_27_426431468094153129_conformed-copy--l4009--community-social-infrastructure-project--loan-agreement.txt,200000000,$
1996_august_27_930191468297292838_conformed-copy--l4033--medical-equipment-project--loan-agreement.txt,270000000,$
1996_august_2_718101468113972133_conformed-copy--l4069--economic-competitiveness-adjustment-loan--loan-agreement.txt,193900000,FRF
1996_august_2_773921468093581673_conformed-copy--l4079--bucharest-water-supply-project--loan-agreement.txt,25000000,$
1996_august_7_903991468022485093_conformed-copy--l3983--agriculture-project--loan-agreement.txt,22000000,DEM
1996_december_12_484801468042937198_conformed-copy--l4115--second-economic-reform-and-development-loan--loan-agreement.txt,120000000,$
1996_december_12_766951468110078627_conformed-copy--l4118--coal-sector-adjustment-loan--loan-agreement.txt,300000000,$
1996_december_13_893741468282540693_conformed-copy--l4113--public-finance-management-project--loan-agreement.txt,7750000,$
1996_december_16_321441526568585215_conformed-copy--l4081--social-insurance-administration-project--loan-agreement.txt,65000000,$
1996_december_16_886501468276865511_conformed-copy--l4112--power-sector-restructuring-and-transmission-expansion-project--loan-agreement.txt,65000000,$
1996_december_19_511321526568430956_conformed-copy--l3985--housing-project--loan-agreement.txt,50000000,$
1996_december_20_529941468296137406_conformed-copy--l4110--water-resources-development-project--loan-agreement.txt,58000000,$
1996_december_20_545091468294121801_conformed-copy--l4108--third-elementary-education-project--loan-agreement.txt,113400000,$
1996_december_20_894191468332701936_conformed-copy--l4109--agrarian-reform-communities-development-project--loan-agreement.txt,50000000,$
1996_december_20_981361468300292242_conformed-copy--l4126--structural-adjustment-loan--loan-agreement.txt,90600000,DEM
1996_december_4_551511468026341413_conformed-copy--l4104--emergency-transport-and-mine-clearing-project--loan-agreement.txt,150900000,DEM
1996_december_4_973061468021605031_conformed-copy--l4045--chongqing-industrial-pollution-control-and-reform-project--loan-agreement.txt,170000000,$
1996_december_5_418191468054657385_conformed-copy--l4092--agriculture-infrastructure-development-project--loan-agreement.txt,31000000,$
1996_february_20_609851468266362386_indonesia--secondary-school-teacher-development-project-_-loan-3979--loan-agreement--conformed.txt,60400000,$
1996_january_16_538571468246661440_colombia--urban-environmental-management-project-_-loan-3973--loan-agreement--conformed.txt,20000000,$
1996_january_18_146971468267596952_conformed-copy--l3972--industrial-technology-development-project--loan-agreement.txt,47000000,$
1996_january_19_282581468105251282_conformed-copy--l3975--financial-and-enterprise-sector-adjustment-loan--loan-agreement.txt,170000000,$
1996_january_19_822041468294047501_conformed-copy--l3976--railway-rehabilitation-project--loan-agreement.txt,120000000,$
1996_january_25_304381468105275610_conformed-copy--l3959--power-transmission-project--loan-agreement.txt,160000000,$
1996_january_26_325361468090562197_conformed-copy--l3964--municipal-services-development-project--loan-agreement.txt,27300000,$
1996_january_31_697511468223758194_conformed-copy--c2799--hubei-urban-environmental-project--loan-agreement.txt,125000000,$
1996_january_31_881771468015292914_conformed-copy--c2800--labor-market-development-project--loan-agreement.txt,10000000,$
1996_july_10_250931468035484544_conformed-copy--l4014--orissa-power-sector-restructuring-project--loan-agreement.txt,350000000,$
1996_july_10_686411468035099280_conformed-copy--c2838--private-infrastructure-finance-il_fs-project--loan-agreement.txt,200000000,$
1996_july_11_181251468319542095_conformed-copy--l4016--coal-pilot-project--loan-agreement.txt,15810000,$
1996_july_15_353321468303065311_conformed-copy--l4065--national-roads-project--loan-agreement.txt,42000000,$
1996_july_18_756631468272968857_conformed-copy--l4061--uzen-oil-field-rehabilitation-project--loan-assumption-agreement.txt,109000000,$
1996_july_18_906211468284389343_conformed-copy--l4061--uzen-oil-field-rehabilitation-project--loan-agreement.txt,109000000,$
1996_july_18_916791468048528215_conformed-copy--l4061--uzen-oil-field-rehabilitation-project--amended-and-restated-loan-agreement.txt,109000000,$
1996_july_1_583201468026687422_conformed-copy--c2866--pollution-abatement-project--loan-agreement.txt,20000000,$
1996_july_23_142991468279325084_conformed-copy--l4020--energy-project--loan-agreement.txt,10000000,$
1996_july_29_156201468295792408_conformed-copy--l4012--enterprise-housing-divestiture-project--loan-agreement.txt,300000000,$
1996_july_2_507451468313476509_conformed-copy--l4036--second-training-and-employment-project--loan-agreement.txt,60000000,$
1996_july_2_822031468237299500_conformed-copy--c2870--gansu-hexi-corridor-project--loan-agreement.txt,60000000,$
1996_july_2_836891468175483553_conformed-copy--l4037--industry-support-institutions-upgrading-project--loan-agreement.txt,200000000,FRF
1996_july_3_637801468111864995_conformed-copy--l4011--first-agriculture-project--loan-agreement.txt,10000000,$
1996_june_17_194381468041694155_conformed-copy--l4007--sulawesi-agricultural-area-development-project--loan-agreement.txt,26800000,$
1996_june_17_848741468041086411_conformed-copy--l4008--kerinci-seblat-integrated-conservation-and-development-project--loan-agreement.txt,19100000,$
1996_june_18_467691468101659780_conformed-copy--l4022--environment-project--air-pollution-abatement-program--loan-agreement-1.txt,30000000,DEM
1996_june_18_908311468115161070_conformed-copy--l4022--environment-project--geographic-information-system--loan-agreement-2.txt,4600000,DEM
1996_june_19_220501468296960425_conformed-copy--l4019--manila-second-sewerage-project--agreement-amending-loan-agreement.txt,48000000,$
1996_june_19_593151468003300038_conformed-copy--l4034--industrial-pollution-control-project--loan-agreement.txt,78000000,$
1996_june_19_653171468095976714_conformed-copy--l4019--manila-second-sewerage-project--loan-agreement.txt,57000000,$
1996_june_20_834791468049175033_conformed-copy--l3995--private-agriculture-development-project--loan-agreement.txt,30000000,$
1996_june_21_303491468107936303_conformed-copy--l4035--legal-reform-project--loan-agreement.txt,58000000,$
1996_june_24_470531468313228269_conformed-copy--l4048--road-improvement-and-traffic-safety-project--loan-agreement-1.txt,150000000,$
1996_june_25_174921468270319105_conformed-copy--l4051--financial-sector-adjustment-loan--loan-agreement.txt,180000000,$
1996_june_25_493521468284389055_conformed-copy--l4041--irrigation-and-drainage-improvement-project--loan-agreement.txt,80000000,$
1996_june_26_221931468214523116_chile--secano-rural-poverty-alleviation-and-natural-resource-management-project-_-loan-3974--loan-agreement--conformed.txt,15000000,$
1996_june_27_348101468310516312_conformed-copy--l4057--enterprise-development-adjustment-loan--loan-agreement.txt,310000000,$
1996_june_27_416461468315346255_conformed-copy--l4107--export-development-project--loan-agreement.txt,60000000,$
1996_june_28_493991468299211026_conformed-copy--l4013--klaipeda-geothermal-demonstration-project--loan-agreement.txt,5900000,$
1996_june_28_619931468297321841_conformed-copy--l4059--coal-sector-restructuring-implementation-assistance-project--loan-agreement.txt,25000000,$
1996_june_6_390011467999721530_conformed-copy--l3948--forestry-development-project--loan-agreement.txt,150000000,$
1996_june_7_209501468011737729_conformed-copy--l4001--animal-feed-project--loan-agreement.txt,150000000,$
1996_june_7_361031468015291826_conformed-copy--l4001--animal-feed-project--agreement-amending-loan-agreement.txt,150000000,$
1996_march_26_274901468261329997_conformed-copy--l3954--power-market-development-project--loan-agreement-2.txt,145000000,$
1996_march_26_599031468241461556_conformed-copy--l3954--power-market-development-project--loan-agreement-1.txt,104300000,$
1996_march_29_280951468041696286_conformed-copy--l3979--secondary-school-teacher-development-project--loan-agreement.txt,60400000,$
1996_march_29_472001468041693123_conformed-copy--l3978--second-power-transmission-and-distribution-project--loan-agreement.txt,373000000,$
"1996_march_29_923831468052164774_conformed-copy--l3981--hiv,-aids-and-stds-prevention-and-management-project--loan-agreement.txt",24800000,$
1996_march_29_944181468268205520_conformed-copy--l3984--nusa-tenggara-agricultural-area-development-project--loan-agreement.txt,27000000,$
1996_march_7_374141468294101523_conformed-copy--l3961--standards-development-project--loan-agreement.txt,24000000,$
1996_march_7_524851468290447456_conformed-copy--l3965--ghazi-barotha-hydropower-project--loan-agreement.txt,350000000,$
1996_may_15_180791468295513679_conformed-copy--l3996--transmission-grid-reinforcement-project--currency-pool-loan--loan-agreement-1.txt,100000000,$
1996_may_15_905671468295186813_conformed-copy--l3996--transmission-grid-reinforcement-project--currency-pool-loan--loan-agreement-2.txt,244000000,$
1996_may_22_629901468146676730_conformed-copy--l3990--bridge-rehabilitation-project--loan-agreement.txt,350000000,$
1996_may_30_172681468287376468_conformed-copy--l4010--second-sewerage-and-water-re-use-project--loan-agreement.txt,40000000,$
1996_may_3_725961468211456589_conformed-copy--l4005--structural-adjustment-loan--loan-agreement.txt,300000000,$
1996_may_3_858641468202174845_conformed-copy--l4006--social-safety-net-support-project--loan-agreement.txt,50000000,$
