Filename,Year,loan_amount,Country,Region,Elec,GDPpC,Lit,Gini,Stability
1990_january_25_982071468334274747_conformed-copy--l3152--structural-adjustment-loan--loan-agreement.txt,1990,40000000.0,japan,asia (ex. near east),100.0,19570.54854,98.89919320526282,34.9,1.1898061767838133
1990_january_31_669111468337266603_conformed-copy--l3063--agricultural-credit-and-export-promotion-project--loan-agreement.txt,1990,36300000.0,zimbabwe,sub-saharan africa,30.105201274414412,1773.741334,80.95918417641718,33.2,-1.2279211927582558
1990_january_5_658601468273303198_conformed-copy--l3142--industry-and-trade-policy-adjustment-loan--loan-agreement.txt,1990,150000000.0,jordan,near east,96.8,4388.925906,77.30093357582086,35.32,0.04320287539936629
1990_july_27_260891468290103735_conformed-copy--l3241--transport-sector-project--loan-agreement.txt,1990,184000000.0,pakistan,asia (ex. near east),69.21742182120836,1923.528757,36.55128984023804,33.2,-0.8654361022364299
1990_july_27_619901468772182028_conformed-copy--l3172--integrated-phosphate-project--loan-agreement.txt,1990,25000000.0,jordan,near east,96.8,4388.925906,77.30093357582086,35.32,0.04320287539936629
1990_july_2_291921468295198343_conformed-copy--l3215--energy-resource-development-project--loan-agreement.txt,1990,250000000.0,poland,eastern europe,100.0,6170.249054,98.74273682,39.3,0.5999946751863678
1990_july_6_261741468043502570_conformed-copy--l3243--second-forestry-institutions-and-conservation-project--loan-agreement.txt,1990,20000000.0,japan,asia (ex. near east),100.0,19570.54854,98.89919320526282,34.9,1.1898061767838133
1990_july_6_436671468042269159_conformed-copy--l3209--gas-utilization-project--loan-agreement.txt,1990,86000000.0,indonesia,asia (ex. near east),63.78855414743839,3082.082407,81.51985168,31.2,-2.3874094781682516
1990_july_6_503881468258537286_conformed-copy--l3219--second-jabotabek-urban-development-project--loan-agreement.txt,1990,190000000.0,indonesia,asia (ex. near east),63.78855414743839,3082.082407,81.51985168,31.2,-2.3874094781682516
"1990_july_9_410981468296958954_conformed-copy--l3242--first-water-supply,-sewerage-and-sanitation-project--loan-agreement.txt",1990,85000000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_july_9_673731468058475489_conformed-copy--l3244--second-elementary-education-project--loan-agreement.txt,1990,200000000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_june_11_214151468298750915_conformed-copy--l3193--transport-project--railways--loan-agreement.txt,1990,8000000.0,poland,eastern europe,100.0,6170.249054,98.74273682,39.3,0.5999946751863678
1990_june_12_458961468100490988_pakistan--agricultural-credit-project-_-loan-3226--loan-agreement--conformed.txt,1990,148500000.0,pakistan,asia (ex. near east),69.21742182120836,1923.528757,36.55128984023804,33.2,-0.8654361022364299
1990_june_13_408031468034196200_conformed-copy--l3196--cement-industry-restructuring-project--loan-agreement.txt,1990,300000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_june_15_203121469672154938_conformed-copy--l3156--second-forestry-development-project--loan-agreement.txt,1990,200000000.0,hungary,eastern europe,100.0,4297.1734139900655,98.92938187705883,38.6,1.2200106496272625
1990_june_15_954141468273920553_conformed-copy--l3171--health-sector-investment-project--loan-agreement.txt,1990,104000000.0,morocco,northern africa,51.14592463809504,2549.079953,37.421385102119075,39.2,-0.10579179978700282
1990_june_1_383111468034156865_conformed-copy--l3191--financial-system-modernization-project--loan-agreement.txt,1990,66000000.0,hungary,eastern europe,100.0,4297.1734139900655,98.92938187705883,38.6,1.2200106496272625
1990_june_21_438011468254703429_conformed-copy--l3228--structural-adjustment-loan--loan-agreement.txt,1990,200000000.0,hungary,eastern europe,100.0,4297.1734139900655,98.92938187705883,38.6,1.2200106496272625
1990_june_21_552091468292537231_conformed-copy--l3183--national-seed-and-quarantine-project--loan-agreement.txt,1990,14000000.0,niger,sub-saharan africa,2.312999555284023,763.7721253999999,7.3339478503826285,36.67999999999999,0.577768370607032
1990_june_22_418341468249703395_conformed-copy--l3188--housing-project--loan-agreement.txt,1990,16200000.0,fiji,oceania,62.57220605605107,4200.8635509999995,81.87174045983411,40.2,0.30167252396166067
1990_june_29_129481468286469491_conformed-copy--l3154--third-telecommunications-project--loan-agreement.txt,1990,17200000.0,guinea,sub-saharan africa,2.1837344162727277,883.1079783,16.812167714974066,39.46,-1.7388242811501584
1990_june_29_294071468252014855_conformed-copy--l3229--integrated-agricultural-export-project--loan-agreement.txt,1990,100000000.0,hungary,eastern europe,100.0,4297.1734139900655,98.92938187705883,38.6,1.2200106496272625
1990_june_4_230091468332700242_conformed-copy--l3204--small-coconut-farms-development-project--loan-agreement.txt,1990,121800000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_june_5_910361468086043431_conformed-copy--l3208--telecommunications-technical-assistance-project--loan-agreement.txt,1990,22000000.0,mexico,latin amer. & carib,94.9698758600274,8081.835771999999,87.55615234,59.6,-0.2214435569755011
1990_june_5_933681468053339710_conformed-copy--l3207--road-transport-and-telecommunications-sector-adjustment-loan--loan-agreement.txt,1990,380000000.0,mexico,latin amer. & carib,94.9698758600274,8081.835771999999,87.55615234,59.6,-0.2214435569755011
1990_march_15_704421468273921132_conformed-copy--l3168--highway-sector-project--loan-agreement.txt,1990,79000000.0,morocco,northern africa,51.14592463809504,2549.079953,37.421385102119075,39.2,-0.10579179978700282
1990_march_16_109471468295806860_conformed-copy--l3165--energy-sector-project.txt,1990,40000000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_march_16_199991468095349240_conformed-copy--l3163--energy-sector-project--npc-loan-agreement.txt,1990,200000000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_march_16_762811468295511627_conformed-copy--l3164--energy-sector-project--pnoc-loan-agreement.txt,1990,150000000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_march_23_384511468039855037_conformed-copy--l3174--agricultural-sector-adjustment-loan--loan-agreement.txt,1990,25000000.0,jamaica,latin amer. & carib,70.334586,4765.937623,75.01219330200001,41.1,-0.40812513312034326
1990_march_29_641961468233042923_conformed-copy--l3162--fourth-small-scale-enterprise-project--loan-agreement.txt,1990,50000000.0,ecuador,latin amer. & carib,89.94438955435385,4829.93454,88.29875946,33.339999999999996,-1.0809030883919064
1990_march_30_378911468334766268_conformed-copy--l3161--third-regional-development-project--loan-agreement.txt,1990,15000000.0,togo,sub-saharan africa,-0.46669339076788674,833.476612,45.21799100517842,36.67999999999999,-0.24151384451543834
1990_march_30_406771468338061081_conformed-copy--l3177--second-agricultural-extension-and-applied-research-project--loan-agreement.txt,1990,63000000.0,turkey,near east,100.0,8509.535131999999,79.23245239,36.4,-0.5032012779552701
1990_march_7_599581468028798895_conformed-copy--l3157--second-rural-roads-sector-project--loan-agreement.txt,1990,55000000.0,colombia,latin amer. & carib,89.9,5012.2213409999995,90.16772948507165,31.639999999999997,-2.5853200212992675
1990_may_18_631461468313480210_conformed-copy--l3192--national-education-development-project--loan-agreement.txt,1990,90200000.0,turkey,near east,100.0,8509.535131999999,79.23245239,36.4,-0.5032012779552701
1990_may_18_754281468085445130_conformed-copy--l3104--refineries-rehabilitation-project--loan-agreement.txt,1990,27700000.0,niger,sub-saharan africa,2.312999555284023,763.7721253999999,7.3339478503826285,36.67999999999999,0.577768370607032
1990_may_1_928591468034780312_india--technical-education-project-_-loan-3195--loan-agreement--conformed.txt,1990,25000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_may_23_981431468034488150_conformed-copy--c2115--hyderabad-water-supply-and-sanitation-project--loan-agreement.txt,1990,10000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_may_7_111051468332980397_conformed-copy--l3125--essential-drugs-project--loan-agreement.txt,1990,68100000.0,niger,sub-saharan africa,2.312999555284023,763.7721253999999,7.3339478503826285,36.67999999999999,0.577768370607032
1990_may_7_597241468056655874_conformed-copy--l3132--second-highways-project--loan-agreement.txt,1990,30000000.0,mauritius,sub-saharan africa,99.04156494,4946.528685,79.86865997,32.760000000000005,1.006695420660277
1990_may_8_403111468023402330_conformed-copy--l3071--agricultural-storage-project--loan-agreement.txt,1990,40000000.0,egypt,northern africa,95.00887765530928,3713.488846,50.702308782064165,32.0,0.26734504792334235
1990_november_13_110501468164647843_conformed-copy--l3068--seventh-railway-project--loan-agreement-2.txt,1990,31900000.0,slovenia,eastern europe,100.0,12349.82671,99.53859413957395,42.36,1.3451789137380246
1990_november_13_253961468300588338_conformed-copy--l3068--seventh-railway-project--loan-agreement-4.txt,1990,32500000.0,croatia,eastern europe,100.0,2704.934344126843,96.65810533800001,33.84,0.10260383386581395
1990_november_13_305991468107076757_conformed-copy--l3068--seventh-railway-project--loan-agreement-1.txt,1990,43200000.0,serbia,eastern europe,100.0,853.6220673446078,93.92026310865418,35.9,-1.8532705005324885
1990_november_13_616181468093594391_conformed-copy--l3068--seventh-railway-project--loan-agreement-3.txt,1990,14600000.0,serbia,eastern europe,100.0,853.6220673446078,93.92026310865418,35.9,-1.8532705005324885
1990_november_2_818541468289795819_conformed-copy--l3116--power-system-maintenance-and-rehabilitation-project--loan-agreement.txt,1990,70000000.0,germany,western europe,100.0,19415.9836,98.12301397039742,39.3,1.3772310969116006
1990_november_30_122571468043744539_conformed-copy--l3267--second-private-sector-development-loan--loan-agreement.txt,1990,250000000.0,indonesia,asia (ex. near east),63.78855414743839,3082.082407,81.51985168,31.2,-2.3874094781682516
1990_november_7_123971468052804464_conformed-copy--l3258--second-petrochemicals-development-project--loan-agreement.txt,1990,12000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_november_7_342581468033677831_conformed-copy--l3259-second-petrochemicals-development-project--loan-agreement.txt,1990,233000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_november_8_384401468332700618_conformed-copy--l3263--earthquake-reconstruction-project--loan-agreement.txt,1990,125000000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_november_8_543741468059064750_conformed-copy--l3261--second-communal-irrigation-development-project--loan-agreement.txt,1990,46200000.0,philippines,asia (ex. near east),63.618564093581426,2665.119919,93.57389832,38.7,-1.0850197018104364
1990_october_12_542521468097197848_conformed-copy--l3126--tree-crops-project--loan-agreement.txt,1990,106000000.0,niger,sub-saharan africa,2.312999555284023,763.7721253999999,7.3339478503826285,36.67999999999999,0.577768370607032
1990_october_15_849541468121736492_conformed-copy--l3224--financial-sector-adjustment-loan--loan-agreement.txt,1990,300000000.0,venezuela,latin amer. & carib,98.1287496806185,9600.958962,89.82524872,44.66,-0.7960255591054306
1990_october_22_516041468097193489_conformed-copy--l3252--corporate-restructuring-and-system-expansion-project--loan-agreement.txt,1990,130000000.0,pakistan,asia (ex. near east),69.21742182120836,1923.528757,36.55128984023804,33.2,-0.8654361022364299
1990_october_23_672891468035099877_conformed-copy--c2133--seventh-population-project--loan-agreement.txt,1990,10000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_october_23_719821468253857318_conformed-copy--c2179--andhra-pradesh-cyclone-emergency-reconstruction-project--loan-agreement.txt,1990,40000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_october_23_748681468034486123_conformed-copy--c2173--integrated-child-development-services-project--loan-agreement.txt,1990,10000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_october_29_223181468249661880_conformed-copy--l3264--second-telecommunications-project--loan-agreement.txt,1990,150000000.0,hungary,eastern europe,100.0,4297.1734139900655,98.92938187705883,38.6,1.2200106496272625
1990_october_30_387091468230120146_china--fourth-rural-credit-report-_-credit-2182--loan-agreement--conformed.txt,1990,75000000.0,china,asia (ex. near east),95.64549458480451,982.5008703,77.78505707,32.2,-0.34019755058572976
1990_october_3_182781468034489430_conformed-copy--l3239--private-power-utilities-tec-project--loan-agreement.txt,1990,98000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_october_3_197341468033545264_conformed-copy--l3237--northern-region-transmission-project--loan-agreement.txt,1990,485000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1990_september_12_251241468026048559_conformed-copy--l3222--limassol-amathus-sewerage-and-drainage-project--loan-agreement.txt,1990,25000000.0,cyprus,near east,100.0,13316.128420000001,94.04870897723254,54.0,0.29933386581469534
1990_september_12_829791468006280842_conformed-copy--l3248--tuli-block-roads-project--loan-agreement.txt,1990,14900000.0,botswana,sub-saharan africa,4.537836387842617,5682.072122,68.54749746664857,50.160000000000004,0.9789776357827469
1990_september_17_165551468003302798_conformed-copy--l3105--third-ports-project--loan-agreement.txt,1990,63000000.0,algeria,northern africa,97.57584778064104,6916.495704000001,54.88241630087282,39.5,-1.8961256656017156
1990_september_17_765251468036320802_conformed-copy--l3257--second-structural-adjustment-loan--loan-agreement.txt,1990,90000000.0,honduras,latin amer. & carib,54.404345098054364,2052.13287,75.15041882832998,57.4,-0.1799536741214034
1990_september_24_172681468175480879_conformed-copy--l3217--agricultural-research-and-extension-project--loan-agreement.txt,1990,17000000.0,tunisia,northern africa,90.1497435897436,3613.8171829999997,56.38685563747049,40.2,1.0860489882854267
1990_september_24_975141468110676652_conformed-copy--l3255--employment-and-training-fund-project--loan-agreement.txt,1990,12000000.0,tunisia,northern africa,90.1497435897436,3613.8171829999997,56.38685563747049,40.2,1.0860489882854267
1990_september_25_158241468270309119_conformed-copy--l3189--transmission-and-distribution-project--loan-agreement.txt,1990,450000000.0,mexico,latin amer. & carib,94.9698758600274,8081.835771999999,87.55615234,59.6,-0.2214435569755011
1990_september_26_150131468010235627_conformed-copy--l3216--agricultural-research-and-pilot-extension-project--loan-agreement.txt,1990,32000000.0,algeria,northern africa,97.57584778064104,6916.495704000001,54.88241630087282,39.5,-1.8961256656017156
1990_september_26_546681468211454433_conformed-copy--l3176--technical-assistance-project--loan-agreement.txt,1990,26000000.0,algeria,northern africa,97.57584778064104,6916.495704000001,54.88241630087282,39.5,-1.8961256656017156
1990_september_27_694611468337267675_conformed-copy--l3179--forest-resources-management-and-development-project--loan-agreement.txt,1990,14500000.0,zimbabwe,sub-saharan africa,30.105201274414412,1773.741334,80.95918417641718,33.2,-1.2279211927582558
1990_september_28_795991468145154325_conformed-copy--c2153--agricultural-credit-project--loan-agreement.txt,1990,148500000.0,pakistan,asia (ex. near east),69.21742182120836,1923.528757,36.55128984023804,33.2,-0.8654361022364299
1990_september_4_804011468034780583_india--integrated-child-development-services-project-_-loan-3253--loan-agreement--conformed.txt,1990,10000000.0,india,asia (ex. near east),41.23965400653651,1201.668486,48.79758390756206,42.879999999999995,-1.321757188498406
1991_april_12_857221468270307403_conformed-copy--l3272--basic-health-care-project--loan-agreement.txt,1991,180000000.0,mexico,latin amer. & carib,95.15946951912701,8559.900334,87.27910647014983,59.4,-0.24162087326943293
1991_april_17_657171468052436275_conformed-copy--c2215--agricultural-development-project--tamil-nadu--loan-agreement.txt,1991,20000000.0,india,asia (ex. near east),43.02505437580385,1230.086983,48.22206879,42.879999999999995,-1.3106709265175738
1991_april_24_247291468293118064_conformed-copy--l3317--oso-condensate-field-development-project--loan-agreement.txt,1991,218000000.0,niger,sub-saharan africa,2.861205836325553,761.2679525000001,8.377672314441497,36.67999999999999,0.5070479233226877
1991_april_29_620661468034157107_conformed-copy--l3313--human-resources-development-project--loan-agreement.txt,1991,150000000.0,hungary,eastern europe,100.0,8305.188671,98.93649090176471,53.9,1.1998828541001032
1991_april_30_470981468005697913_conformed-copy--l3169--highways-management-and-rehabilitation-project--loan-agreement.txt,1991,310000000.0,brazil,latin amer. & carib,90.60654449,6909.921928,81.34083570815869,42.239999999999995,0.10748455804046841
1991_april_4_401941468059065368_conformed-copy--l3312--cottage-enterprise-finance-project--loan-agreement.txt,1991,15000000.0,philippines,asia (ex. near east),64.71095124928343,2671.985322,90.33826393896118,35.260000000000005,-1.0922832800851978
1991_april_5_449721468114233978_conformed-copy--l3296--technology-development-project--loan-agreement.txt,1991,100000000.0,turkey,near east,100.0,8731.389242,76.98991039489783,33.339999999999996,-0.5347859424920074
1991_april_8_146261468202131867_conformed-copy--l3291--public-enterprise-reform-adjustment-loan--loan-agreement.txt,1991,300000000.0,argentina,latin amer. & carib,92.4921875,8005.465074,96.04071808,46.8,-0.3079084132055421
1991_april_8_875461468194069317_conformed-copy--l3292--public-enterprise-reform-execution-project--loan-agreement.txt,1991,23000000.0,argentina,latin amer. & carib,92.4921875,8005.465074,96.04071808,46.8,-0.3079084132055421
1991_august_14_384731468295198725_conformed-copy--l3341--financial-institutions-development-loan--loan-agreement.txt,1991,200000000.0,poland,eastern europe,100.0,5910.397797,98.74273682,41.48,0.6050585729499449
1991_august_16_166861468059708142_conformed-copy--l3365--financial-sector-development-project--loan-agreement-6.txt,1991,9500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_194091468053967727_conformed-copy--l3365--financial-sector-development-project--loan-agreement-5.txt,1991,8500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_275881468060535362_conformed-copy--l3365--financial-sector-development-project--loan-agreement-9.txt,1991,8500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_389641468273922307_conformed-copy--l3365--financial-sector-development-project--loan-agreement-4.txt,1991,13500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_732321468324873162_conformed-copy--l3365--financial-sector-development-project--loan-agreement-3.txt,1991,19500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_737361468273921426_conformed-copy--l3365--financial-sector-development-project--loan-agreement-2.txt,1991,29500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_773831468123870611_conformed-copy--l3365--financial-sector-development-project--loan-agreement-8.txt,1991,11500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_818571468054588351_conformed-copy--l3365--financial-sector-development-project--loan-agreement-7.txt,1991,9500000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
1991_august_16_899631468287374650_conformed-copy--l3365--financial-sector-development-project--loan-agreement-1.txt,1991,125000000.0,morocco,northern africa,52.99916249761918,2774.439969,38.72027980473149,34.12,-0.1187902023429146
