proj_name,countries,max_country,world_region
1995_may_25_104281468302407011_uzbekistan--cotton-sub-sector-improvement-project-_-loan-3894--loan-agreement--conformed.txt,"[['united states', 'uzbekistan'], [2, 7]]",uzbekistan,c.w. of ind. states
1995_march_7_628461468294963375_romania--employment-and-social-protection-project-_-loan-3849--loan-agreement--conformed.txt,"[['oman', 'romania', 'united states'], [6, 5, 1]]",oman,near east
1994_march_1_246471468221698901_argentina--capital-market-development-technical-assistance-project-_-loan-3710--loan-agreement--conformed.txt,"[['argentina', 'united states'], [6, 1]]",argentina,latin amer. & carib
1994_december_13_243941468024308758_ecuador--debt-and-debt-service-reduction-loan-_-loan-3820--loan-agreement--conformed.txt,"[['ecuador', 'united states'], [4, 1]]",ecuador,latin amer. & carib
1994_april_7_615321468253814445_kazakhstan--urban-transport-project-_-loan-3725--loan-agreement--conformed.txt,"[['kazakhstan', 'united states'], [7, 1]]",kazakhstan,c.w. of ind. states
2019_january_28_516571549920930456_official-documents-loan-agreement-for-loan-8899-pe-closing-package.txt,"[['peru', 'united states'], [3, 1]]",peru,latin amer. & carib
1994_june_14_379961468260636410_indonesia--university-research-for-graduate-education-project-_-loan-3754--loan-agreement--conformed.txt,"[['indonesia', 'united states'], [8, 2]]",indonesia,asia (ex. near east)
2017_july_17_907751502309777078_official-documents-loan-agreement-for-loan-8743-lk-closing-package.txt,"[['maldives', 'sri lanka', 'united states'], [1, 11, 3]]",sri lanka,asia (ex. near east)
2019_february_14_961051551974872881_official-documents-loan-agreement-for-scf-loan-tf0a8845-closing-package.txt,"[['peru', 'united states'], [5, 2]]",peru,latin amer. & carib
1995_february_28_366121468024854153_china--sichuan-power-transmission-project-_-loan-3848--loan-agreement--conformed.txt,"[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
2014_april_29_604391468285608150_official-documents-loan-agreement-for-loan-8277-kz-closing-package.txt,"[['kazakhstan', 'united states'], [4, 1]]",kazakhstan,c.w. of ind. states
1994_june_9_384541468252290095_india--container-transport-_-loan-3753--loan-agreement--conformed.txt,"[['india', 'netherlands', 'united states'], [8, 1, 1]]",india,asia (ex. near east)
1995_june_28_678871468028135921_china--iodine-deficiency-disorders-control-project-_-loan-3914--loan-agreement--conformed.txt,"[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
1994_june_14_767321468035336353_indonesia--integrated-swamps-development-project-_-loan-3755--loan-agreement--conformed.txt,"[['indonesia', 'united states'], [6, 2]]",indonesia,asia (ex. near east)
1994_february_22_121921468024308501_ecuador--third-social-development-project-social-investment-fund-_-loan-3707--loan-agreement--conformed.txt,"[['ecuador', 'mali', 'united states'], [20, 1, 1]]",ecuador,latin amer. & carib
2019_july_24_116411564666630353_official-documents-loan-agreement-for-loan-8965-by-closing-package.txt,"[['belarus', 'united states'], [5, 1]]",belarus,c.w. of ind. states
1994_november_29_282321468099284428_pakistan--second-private-sector-energy-development-loan-_-loan-3812--loan-agreement--conformed.txt,"[['france', 'japan', 'pakistan', 'united states'], [2, 1, 99, 8]]",pakistan,asia (ex. near east)
2019_september_23_867961572361092133_official-documents-loan-agreement-for-loan-9005-ro-closing-package.txt,"[['oman', 'romania', 'united states'], [6, 6, 1]]",oman,near east
2013_july_2_864391468296977942_official-documents-loan-agreement-for-loan-8273-pl-closing-package.txt,"[['poland', 'united states'], [21, 1]]",poland,eastern europe
2014_november_10_756981468249261782_official-documents-loan-agreement-for-loan-8330-in-closing-package.txt,"[['india', 'united states'], [6, 2]]",india,asia (ex. near east)
1995_april_11_788391468164036755_ukraine--hydropower-rehabilitation-and-system-control-project-_-loan-3865--loan-agreement--conformed.txt,"[['oman', 'ukraine', 'united states'], [1, 5, 1]]",ukraine,c.w. of ind. states
1995_march_28_492161468118746654_venezuela--agricultural-extension-project-_-loan-3862--loan-agreement--conformed.txt,"[['mali', 'united states', 'venezuela'], [1, 2, 6]]",venezuela,latin amer. & carib
2014_february_12_779451468257642987_official-documents-loan-agreement-for-loan-8313-in-closing-package.txt,"[['india', 'united states'], [7, 2]]",india,asia (ex. near east)
"2014_march_4_859501468222881293_official-documents-loan-agreement,-l8319-cn-closing-package.txt","[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
1991_may_14_880711468040455417_india--dam-safety-project-_-credit-2241--loan-agreement--conformed.txt,"[['india', 'united states'], [5, 1]]",india,asia (ex. near east)
1994_december_13_439401468246658865_ecuador--modernization-of-the-state-technical-assistance-project-_-loan-3822--loan-agreement--conformed.txt,"[['chile', 'ecuador', 'japan', 'united states'], [1, 18, 4, 2]]",ecuador,latin amer. & carib
"2015_november_19_634551470412608872_official-documents-loan-agreement,-l8549-ua-closing-package.txt","[['ukraine', 'united states'], [16, 1]]",ukraine,c.w. of ind. states
1998_may_29_806201468019740340_china--yangzhou-thermal-power-project-_-loan-3718--loan-agreement--2--conformed.txt,"[['china', 'hong kong', 'japan', 'luxembourg', 'new zealand', 'singapore', 'united states'], [101, 30, 5, 9, 1, 8, 2]]",china,asia (ex. near east)
1994_june_23_590261468056401922_morocco--second-agricultural-sector-investment-loan-_-loan-3765--loan-agreement--conformed.txt,"[['morocco', 'united states'], [5, 1]]",morocco,northern africa
1995_january_24_516981468010499985_argentina--provincial-reform-loan-_-loan-3836--loan-agreement--conformed.txt,"[['argentina', 'united states'], [3, 1]]",argentina,latin amer. & carib
1991_december_20_735971468026667972_ivory-coast--competitiveness-and-regulatory-reform-adjustment-loan-_-credit-2324--loan-agreement--conformed.txt,"[['united states'], [1]]",united states,northern america
1994_june_16_861711468039542547_jamaica--tax-administration-reform-project-_-loan-3758--loan-agreement--conformed.txt,"[['barbados', 'belize', 'dominica', 'grenada', 'guyana', 'jamaica', 'montserrat', 'united states'], [1, 1, 1, 1, 1, 10, 1, 1]]",jamaica,latin amer. & carib
1994_january_25_385961468130212040_uruguay--private-sector-development-project-_-loan-3698--loan-agreement--conformed.txt,"[['united states', 'uruguay'], [1, 15]]",uruguay,latin amer. & carib
1995_july_11_745691468229459639_brazil--environmental-conservation-and-rehabilitation-project-_-loan-3924--loan-agreement--conformed.txt,"[['brazil', 'india', 'united states'], [10, 7, 2]]",brazil,latin amer. & carib
1995_september_14_737131468285564602_philippines--second-rural-finance-project-fixed-rate-single-currency-loan-_-loan-3939--loan-agreement--conformed.txt,"[['philippines', 'united states'], [17, 1]]",philippines,asia (ex. near east)
2019_june_18_649761562010425424_official-documents-loan-agreement-for-loan-8952-ge-closing-package.txt,"[['georgia', 'united states'], [9, 1]]",georgia,c.w. of ind. states
1994_june_2_484921468285636867_philippines--subic-bay-freeport-project-_-loan-3745--loan-agreement--conformed.txt,"[['philippines', 'united states'], [2, 1]]",philippines,asia (ex. near east)
"2014_september_3_882251468023031976_official-documents-loan-agreement,-l8377-ge-closing-package.txt","[['georgia', 'united states'], [9, 2]]",georgia,c.w. of ind. states
2019_august_8_231971565727406554_official-documents-loan-agreement-for-loan-8977-tr-closing-package.txt,"[['mali', 'turkey', 'united states'], [1, 4, 1]]",turkey,near east
1994_november_15_638351468096860331_pakistan--financial-sector-deepening-and-intermediation-project-_-loan-3808--loan-agreement--conformed.txt,"[['germany', 'japan', 'pakistan', 'united states'], [1, 1, 13, 1]]",pakistan,asia (ex. near east)
1995_december_14_893171468041346676_latvia--municipal-services-development-project-_-loan-3964--loan-agreement--conformed.txt,"[['finland', 'latvia', 'united states'], [1, 4, 2]]",latvia,baltics
1990_may_22_349231468225306873_caribbean-region--fifth-caribbean-development-bank-project-_-loan-3200--loan-agreement--conformed.txt,"[['anguilla', 'barbados', 'belize', 'dominica', 'grenada', 'jamaica', 'montserrat', 'saint lucia', 'saint vincent and the grenadines', 'united states'], [1, 3, 1, 1, 1, 2, 1, 1, 1, 1]]",barbados,latin amer. & carib
1994_june_16_230191468295006081_russia--agriculture-reform-implementation-support-project-_-loan-3757--loan-agreement--conformed.txt,"[['russia', 'united states'], [9, 1]]",russia,c.w. of ind. states
2012_october_11_563301468306258137_official-documents-loan-agreement-for-loan-8195-ua-closing-package.txt,"[['ukraine', 'united states'], [9, 2]]",ukraine,c.w. of ind. states
1995_may_4_951241468010499377_argentina--second-provincial-development-project-_-loan-3877--loan-agreement--conformed.txt,"[['argentina', 'united states'], [5, 1]]",argentina,latin amer. & carib
1995_february_14_809901468032939493_croatia--health-project-_-loan-3843--loan-agreement--conformed.txt,"[['croatia', 'united states'], [8, 1]]",croatia,eastern europe
"2013_december_27_730021468275683186_official-documents-loan-agreement-for-loan-8324-me,-additional-financing-closing-package.txt","[['united states'], [1]]",united states,northern america
1995_march_21_838421468302940766_uruguay--health-sector-development-project-_-loan-3855--loan-agreement--conformed.txt,"[['united states', 'uruguay'], [2, 14]]",uruguay,latin amer. & carib
1994_december_22_187591468248427399_egypt--irrigation-improvement-project-_-credit-2672--loan-agreement--conformed.txt,"[['egypt', 'united states'], [4, 1]]",egypt,northern africa
1995_november_30_870911468059050607_russia--standards-development-project-_-loan-3961--loan-agreement--conformed.txt,"[['russia', 'united states'], [6, 1]]",russia,c.w. of ind. states
1994_march_15_171001468235737789_brazil--tocantins-state-highway-management-project-_-loan-3714--loan-agreement--conformed.txt,"[['brazil', 'united states'], [9, 1]]",brazil,latin amer. & carib
2014_june_12_775451468002389223_official-documents-loan-agreement-for-loan-8286-az-closing-package.txt,"[['azerbaijan', 'united states'], [7, 2]]",azerbaijan,c.w. of ind. states
2019_march_14_129231553614210658_official-documents-loan-agreement-for-loan-8925-ma-closing-package.txt,"[['morocco', 'united states'], [5, 1]]",morocco,northern africa
2017_march_13_185331490040171817_official-documents-loan-agreement-for-loan-8692-pe-closing-package.txt,"[['peru', 'united states'], [10, 1]]",peru,latin amer. & carib
2019_july_17_226451565722240925_official-documents-loan-agreement-for-loan-8970-cn-a-and-loan-8971-cn-b-closing-package.txt,"[['china', 'united states'], [4, 1]]",china,asia (ex. near east)
2016_december_22_722331484329361159_official-documents-loan-agreement-for-loan-8685-eg-closing-package.txt,"[['egypt', 'united states'], [7, 1]]",egypt,northern africa
2019_july_10_119031563384665659_official-documents-loan-agreement-for-loan-8949-ro-closing-package.txt,"[['oman', 'romania', 'united states'], [27, 26, 1]]",oman,near east
2014_october_10_268651468053655152_official-documents-loan-agreement-for-loan-8428-me-closing-package.txt,"[['united states'], [1]]",united states,northern america
2019_june_24_937891572642573843_official-documents-loan-agreement-for-loan-89110-in-closing-package.txt,"[['india', 'united states'], [9, 2]]",india,asia (ex. near east)
2019_april_11_869181555443542933_official-documents-loan-agreement-for-loan-8938-uz-closing-packaage.txt,"[['cuba', 'ghana', 'united states', 'uzbekistan'], [2, 6, 1, 9]]",uzbekistan,c.w. of ind. states
2014_april_29_591941468262530560_official-documents-loan-agreement-for-loan-8361-kz-closing-package.txt,"[['kazakhstan', 'united states'], [11, 1]]",kazakhstan,c.w. of ind. states
1995_june_20_263311468271505326_mauritius--port-development-and-environmental-protection-project-_-loan-3909--loan-agreement--conformed.txt,"[['japan', 'luxembourg', 'mauritius', 'united states'], [1, 1, 10, 2]]",mauritius,sub-saharan africa
1995_july_6_583881468215358825_bulgaria--railway-rehabilitation-project-_-loan-3922--loan-agreement--conformed.txt,"[['bulgaria', 'united states'], [6, 2]]",bulgaria,eastern europe
2014_may_18_662741468225609624_official-documents-loan-agreement-for-loan-8347-cn-closing-package.txt,"[['china', 'united states'], [6, 1]]",china,asia (ex. near east)
1995_march_9_378291468285563824_philippines--women_s-health-and-safe-motherhood-project-_-loan-3852--loan-agreement--conformed.txt,"[['australia', 'philippines', 'united states'], [2, 4, 1]]",philippines,asia (ex. near east)
1995_november_16_531881468246661097_colombia--santa-fe-i-water-supply-and-sewerage-rehabilitation-project-_-loan-3952--loan-agreement--conformed.txt,"[['colombia', 'gibraltar', 'united states'], [6, 1, 2]]",colombia,latin amer. & carib
"2008_july_17_862331468018039982_loan-agreement,-l7531-cn-conformed.txt","[['china', 'united states'], [7, 1]]",china,asia (ex. near east)
1995_may_2_409061468246619834_dominican-republic--irrigated-land-and-watershed-management-project-_-loan-3875--loan-agreement--conformed.txt,"[['dominica', 'dominican republic', 'united states'], [5, 1, 2]]",dominica,latin amer. & carib
1995_july_6_202121468246912314_el-salvador--energy-sector-modernization-project-_-loan-3920--loan-agreement--conformed.txt,"[['el salvador', 'japan', 'united states'], [5, 2, 2]]",el salvador,latin amer. & carib
1990_march_27_681121468040453518_india--hyderabad-water-supply-and-sanitation-project-_-credit-2115--loan-agreement--conformed.txt,"[['india', 'united states'], [5, 2]]",india,asia (ex. near east)
1994_february_3_702881468285636581_philippines--leyte-cebu-geothermal-project-_-loan-3700--npc--loan-agreement--conformed.txt,"[['japan', 'philippines', 'united states'], [2, 3, 1]]",philippines,asia (ex. near east)
1994_may_17_822011468282872749_indonesia--fifth-kabupaten-roads-project-_-loan-3732--loan-agreement--conformed.txt,"[['indonesia', 'united states'], [7, 2]]",indonesia,asia (ex. near east)
2017_june_16_708941497887999602_official-documents-loan-agreement-for-loan-8756-ma-closing-package.txt,"[['morocco', 'united states'], [5, 1]]",morocco,northern africa
1994_may_26_257071468021538238_bulgaria--water-companies-restructuring-and-modernization-project-_-loan-3739--loan-agreement--conformed.txt,"[['bulgaria', 'united states'], [6, 1]]",bulgaria,eastern europe
2014_july_9_973481468036832612_official-documents-loan-agreement-for-loan-8402-ge-closing-package.txt,"[['georgia', 'united states'], [6, 2]]",georgia,c.w. of ind. states
"2013_december_10_668251468224424865_official-documents-loan-agreement,-l8310-br-closing-package.txt","[['brazil', 'united states'], [2, 1]]",brazil,latin amer. & carib
2019_july_29_100681564776273055_official-documents-loan-agreement-for-loan-8988-mx-closing-package.txt,"[['mexico', 'united states'], [5, 1]]",mexico,latin amer. & carib
2014_december_15_608161468245128234_official-documents-loan-agreement-for-loan-8455-co-closing-package.txt,"[['colombia', 'united states'], [6, 1]]",colombia,latin amer. & carib
2019_august_27_710931567604435090_official-documents-loan-agreement-for-loan-8973-ua-closing-package.txt,"[['ukraine', 'united states'], [7, 1]]",ukraine,c.w. of ind. states
1991_december_5_825341468040565140_india--structural-adjustment-loan-_-loan-3421--loan-agreement--conformed.txt,"[['india', 'united states'], [7, 1]]",india,asia (ex. near east)
1995_august_29_622181468298764669_romania--power-sector-rehabilitation-and-modernization-project-_-loan-3936--loan-agreement--conformed.txt,"[['oman', 'romania', 'united states'], [2, 2, 1]]",oman,near east
2014_august_22_131601468334243208_official-documents-loan-agreement-for-loan-8409-tr-closing-package.txt,"[['turkey', 'united states'], [4, 1]]",turkey,near east
2014_august_29_297441468020094653_official-documents-loan-agreement-for-loan-8415-br-closing-package.txt,"[['brazil', 'india', 'united states'], [5, 1, 1]]",brazil,latin amer. & carib
2015_october_9_727731468220480228_official-documents-loan-agreement-for-loan-8484-ar-closing-package.txt,"[['argentina', 'united states'], [5, 1]]",argentina,latin amer. & carib
2019_january_23_942741549035803818_official-documents-loan-agreement-for-loan-8878-lk-closing-package.txt,"[['laos', 'sri lanka', 'united states'], [4, 4, 1]]",laos,asia (ex. near east)
1995_february_28_991721468240578872_china--technology-development-project-_-loan-3847--loan-agreement--conformed.txt,"[['china', 'united states'], [6, 1]]",china,asia (ex. near east)
1994_december_15_361681468059363585_russia--management-and-financial-training-project-_-loan-3824--loan-agreement--conformed.txt,"[['russia', 'switzerland', 'united states'], [6, 2, 1]]",russia,c.w. of ind. states
2019_march_8_573521559133740172_official-documents-loan-agreement-for-loan-8909-in-closing-package.txt,"[['india', 'united states'], [7, 2]]",india,asia (ex. near east)
1991_december_20_796561468026386353_ivory-coast--human-resources-development-loan-_-credit-2323--loan-agreement--conformed.txt,"[[""cote d'ivoire"", 'united states'], [1, 1]]",cote d'ivoire,sub-saharan africa
2018_march_21_630401522338288046_official-documents-loan-agreement-for-additional-financing-loan-8830-yf-closing-package.txt,"[['mali', 'oman', 'serbia', 'united states'], [1, 1, 18, 1]]",serbia,eastern europe
1995_march_9_251361468333889746_russia--tax-adminsitration-modernization-project-_-loan-3853--loan-agreement--conformed.txt,"[['russia', 'united states'], [5, 1]]",russia,c.w. of ind. states
1991_december_20_876431468027608636_ivory-coast--competitiveness-and-regulatory-reform-adjustment-loan-_-loan-3429--loan-agreement--conformed.txt,"[['united states'], [1]]",united states,northern america
2017_october_12_959381510238831117_official-documents-loan-agreement-for-loan-8696-by-closing-package.txt,"[['belarus', 'united states'], [14, 2]]",belarus,c.w. of ind. states
2019_february_14_801471551801825466_official-documents-loan-agreement-for-loan-8728-ph-closing-package.txt,"[['philippines', 'united states'], [6, 1]]",philippines,asia (ex. near east)
1995_april_13_234841468088484170_lithuania--enterprise-and-financial-sector-assistance-project-_-loan-3866--loan-agreement--conformed.txt,"[['germany', 'lithuania', 'sweden', 'united states'], [1, 15, 1, 1]]",lithuania,baltics
2019_november_22_612781577981833336_official-documents-loan-agreement-for-loan-9021-am-closing-package.txt,"[['armenia', 'united states'], [5, 1]]",armenia,c.w. of ind. states
1994_september_15_649391468165557319_turkmenistan--institution-building-technical-assistance-project-_-loan-3791--loan-agreement--conformed.txt,"[['spain', 'turkmenistan', 'united states'], [1, 5, 1]]",turkmenistan,c.w. of ind. states
1995_may_9_984001468170059346_thailand--lam-takhong-pump-storage-project-_-loan-3884--loan-agreement--conformed.txt,"[['japan', 'thailand', 'united states'], [1, 7, 1]]",thailand,asia (ex. near east)
1994_february_3_972201468287152068_peru--basic-health-and-nutrition-project-_-loan-3701--loan-agreement--conformed.txt,"[['peru', 'united states'], [5, 2]]",peru,latin amer. & carib
1995_may_30_795591468039859235_kazakhstan--social-protection-project-_-loan-3896--loan-agreement--conformed.txt,"[['kazakhstan', 'united states'], [11, 2]]",kazakhstan,c.w. of ind. states
1995_january_31_356471468008129359_algeria--sixth-highway-project-_-loan-3839--loan-agreement--conformed.txt,"[['algeria', 'united states'], [4, 1]]",algeria,northern africa
1994_july_26_350581468034838976_india--industrial-pollution-prevention-project-_-loan-3779--loan-agreement--1--conformed.txt,"[['india', 'united states'], [8, 1]]",india,asia (ex. near east)
1992_may_12_168201468051268836_india--second-national-highway-project-_-credit-2365--loan-agreement--conformed.txt,"[['india', 'united states'], [5, 1]]",india,asia (ex. near east)
1994_july_28_261881468303041686_tunisia--water-supply-and-sewerage-project-_-loan-3782--loan-agreement--conformed.txt,"[['tunisia', 'united states'], [8, 1]]",tunisia,northern africa
"2013_april_21_644391468091791780_official-documents-loan-agreement,-l8221-pe-closing-package.txt","[['peru', 'united states'], [5, 1]]",peru,latin amer. & carib
2014_august_6_804261468206075931_official-documents-loan-agreement-for-loan-8374-am-closing-package.txt,"[['armenia', 'united states'], [8, 2]]",armenia,c.w. of ind. states
2019_july_4_843181565786291409_official-documents-amendment-no.-3-to-the-loan-agreement-for-8229-am.txt,"[['armenia'], [6]]",armenia,c.w. of ind. states
2014_july_24_921791468145190911_official-documents-loan-agreement-for-loan-8339-pe-closing-package.txt,"[['mali', 'peru', 'united states'], [1, 11, 2]]",peru,latin amer. & carib
1994_november_22_590321468285594361_peru--lima-water-rehabilitation-and-management-project-_-loan-3811--loan-agreement--conformed.txt,"[['japan', 'peru', 'united states'], [1, 6, 1]]",peru,latin amer. & carib
1995_june_22_787521468270603560_mexico--essential-social-services-program-_-loan-3912--loan-agreement--conformed.txt,"[['mexico', 'united states'], [8, 1]]",mexico,latin amer. & carib
1995_june_22_550361468270260189_mexico--financial-sector-restructuring-loan-_-loan-3911--loan-agreement--conformed.txt,"[['mexico', 'united states'], [2, 1]]",mexico,latin amer. & carib
1994_july_26_935851468256465920_india--industrial-pollution-prevention-project-_-loan-3779--loan-agreement--2--conformed.txt,"[['india', 'united states'], [11, 1]]",india,asia (ex. near east)
1995_june_6_547281468045543435_lebanon--solid-waste-environmental-management-project-_-loan-3899--loan-agreement--conformed.txt,"[['japan', 'united states'], [1, 1]]",japan,asia (ex. near east)
"2013_march_20_411041468022131298_official-documents-loan-agreement,-l8215-cn-closing-package.txt","[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
1994_september_13_482921468303101447_mexico--second-decentralization-and-regional-development-project-_-loan-3790--loan-agreement--conformed.txt,"[['spain', 'united states'], [1, 1]]",spain,western europe
2019_march_5_222771559141427298_official-documents-loan-agreement-for-additional-financing-loan-89210-in-closing-package.txt,"[['india', 'united states'], [7, 2]]",india,asia (ex. near east)
1994_september_22_201541468238782466_bulgaria--debt-and-debt-service-reduction-loan-_-loan-3800--loan-agreement--conformed.txt,"[['bulgaria', 'united states'], [4, 1]]",bulgaria,eastern europe
2019_july_23_452731565896459292_official-documents-loan-agreement-for-loan-9002-ao-closing-package.txt,"[['angola', 'cuba', 'united states'], [7, 1, 1]]",angola,sub-saharan africa
1995_august_3_601361468047065199_lebanon--administrative-rehabilitation-project-_-loan-3930--loan-agreement--conformed.txt,"[['lebanon', 'united states'], [1, 2]]",united states,northern america
1994_january_11_801421468091184980_latvia--agricultural-development-project-_-loan-3695--loan-agreement--conformed.txt,"[['latvia', 'united states'], [9, 1]]",latvia,baltics
1994_december_15_823921468285594698_peru--primary-education-quality-project-_-loan-3826--loan-agreement--conformed.txt,"[['peru', 'united states'], [6, 1]]",peru,latin amer. & carib
1994_march_25_438461468050043166_indonesia--skills-development-project-_-loan-3721--loan-agreement--conformed.txt,"[['indonesia', 'united states'], [8, 2]]",indonesia,asia (ex. near east)
1996_february_20_214501468035338106_indonesia--second-power-transmission-and-distribution-project-_-loan-3978--loan-agreement--conformed.txt,"[['indonesia', 'peru', 'united states'], [4, 4, 1]]",indonesia,asia (ex. near east)
2014_july_7_990401468025483200_official-documents-loan-agreement-for-loan-8378-cn-closing-package.txt,"[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
2014_october_22_782271467995061117_official-documents-loan-agreement-for-additional-financing-loan-8403-az-closing-package.txt,"[['azerbaijan', 'united states'], [5, 2]]",azerbaijan,c.w. of ind. states
1994_april_12_991211468259147267_indonesia--surabaya-urban-development-project-_-loan-3726--loan-agreement--conformed.txt,"[['indonesia', 'iran', 'japan', 'peru', 'united states'], [7, 1, 2, 1, 1]]",indonesia,asia (ex. near east)
2014_november_4_970251468242093652_official-documents-loan-agreement-for-loan-8425-cn-closing-package.txt,"[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
2019_march_5_702331559154568160_official-documents-loan-agreement-for-loan-8923-in-closing-package.txt,"[['india', 'iran', 'united states'], [8, 1, 1]]",india,asia (ex. near east)
1994_june_28_410331468017403142_brazil--espirito-santo-water-and-coastal-pollution-management-project-_-loan-3767--loan-agreement--conformed.txt,"[['brazil', 'united states'], [11, 1]]",brazil,latin amer. & carib
1995_july_6_755661468033556146_india--bombay-sewage-disposal-project-_-loan-3923--loan-agreement--conformed.txt,"[['india', 'united states'], [5, 2]]",india,asia (ex. near east)
2016_november_23_297301481556981572_official-documents-loan-agreement-for-loan-8647-cn-closing-package.txt,"[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
1995_august_23_148651468296461859_conformed-copy--l3849--employment-and-social-protection-project--loan-agreement.txt,"[['mexico', 'united states'], [2, 1]]",mexico,latin amer. & carib
1990_september_4_707791468040453804_india--integrated-child-development-services-project-_-credit-2173--loan-agreement--conformed.txt,"[['india', 'united states'], [5, 1]]",india,asia (ex. near east)
1995_february_7_591561468145187529_panama--rural-health-project-_-loan-3841--loan-agreement--conformed.txt,"[['panama', 'united states'], [8, 2]]",panama,latin amer. & carib
1994_june_29_940071468047064899_lebanon--irrigation-rehabilitation-and-modernization-project-_-loan-3769--loan-agreement--conformed.txt,"[['lebanon', 'united states'], [1, 1]]",lebanon,near east
2012_may_31_348331468252592070_official-documents-loan-agreement-for-loan-8164-id-closing-package.txt,"[['indonesia', 'united states'], [17, 3]]",indonesia,asia (ex. near east)
1994_june_2_301031468007504914_algeria--water-supply-and-sewerage-rehabilation-project-_-loan-3743--loan-agreement--conformed.txt,"[['algeria', 'united states'], [4, 1]]",algeria,northern africa
2019_may_5_708081559219817841_official-documents-loan-agreement-for-loan-8951-eg-closing-package.txt,"[['cuba', 'egypt', 'united states'], [1, 7, 2]]",egypt,northern africa
1995_april_25_635851468019737693_china--shandong-provincial-highway-project-_-credit-2709--loan-agreement--conformed.txt,"[['china', 'united states'], [4, 2]]",china,asia (ex. near east)
1994_july_28_934111468102881306_tunisia--water-supply-and-sewerage-project-_-loan-3783--loan-agreement--conformed.txt,"[['tunisia', 'united states'], [12, 1]]",tunisia,northern africa
"2014_june_13_237591468090873335_official-documents-loan-agreement,-l8386-mx-closing-package.txt","[['mexico', 'united states'], [1, 1]]",mexico,latin amer. & carib
2019_april_11_820231555341747112_official-documents-loan-agreement-for-loan-8924-sr-closing-package.txt,"[['suriname', 'united states'], [7, 1]]",suriname,latin amer. & carib
1994_june_7_508111468241170474_china--national-highway-project-_-loan-3748--loan-agreement--conformed.txt,"[['china', 'united states'], [4, 1]]",china,asia (ex. near east)
"2013_april_12_614191468268209187_official-documents-loan-agreement,-l8245-id-closing-package.txt","[['indonesia', 'iran', 'united states'], [7, 1, 2]]",indonesia,asia (ex. near east)
"2014_november_27_678391468050683487_official-documents-loan-agreement-for-loan-8438-id,-additional-financing-closing-package.txt","[['indonesia', 'united states'], [7, 2]]",indonesia,asia (ex. near east)
1994_april_5_360481468297885666_romania--education-reform-project-_-loan-3724--loan-agreement--conformed.txt,"[['oman', 'romania', 'united states'], [6, 5, 1]]",oman,near east
2019_may_8_404361559247121443_official-documents-loan-agreement-for-additional-financing-scf-ppcr-loan-tf0a9610-ne-closing-package.txt,"[['niger', 'united states'], [7, 2]]",niger,sub-saharan africa
2019_june_3_540631562089523433_official-documents-loan-agreement-for-loan-8963-py-closing-package.txt,"[['chile', 'paraguay', 'united states'], [1, 6, 1]]",paraguay,latin amer. & carib
1994_december_20_302971468285306189_korea--waste-disposal-project-_-loan-3830--loan-agreement--conformed.txt,"[['united states'], [1]]",united states,northern america
1994_february_17_516661468033673356_hungary--energy-and-environment-project-_-loan-3705--loan-agreement--conformed.txt,"[['hungary', 'united states'], [4, 1]]",hungary,eastern europe
1995_january_12_987541468204580188_algeria--economic-rehabilitation-support-loan-_-loan-3834--loan-agreement--conformed.txt,"[['algeria', 'united states'], [5, 1]]",algeria,northern africa
1995_june_29_821181468020406686_brazil--recife-metropolitan-transport-decentralization-project-_-loan-3915--loan-agreement--conformed.txt,"[['brazil', 'united states'], [7, 1]]",brazil,latin amer. & carib
2017_may_29_178581503521957691_official-documents-loan-agreement-for-loan-8715-id-closing-package.txt,"[['indonesia', 'united states'], [17, 3]]",indonesia,asia (ex. near east)
1995_may_25_596771468307146651_turkey--antalya-water-supply-and-sanitation-project-_-loan-3893--loan-agreement--conformed.txt,"[['turkey', 'united states'], [2, 1]]",turkey,near east
2019_september_13_710891569417913880_official-documents-loan-agreement-for-loan-8798-co-closing-package.txt,"[['colombia', 'united states'], [16, 1]]",colombia,latin amer. & carib
2017_october_16_247031511195461813_official-documents-loan-agreement-for-loan-8776-in-closing-package.txt,"[['india', 'united states'], [10, 2]]",india,asia (ex. near east)
"2014_june_10_948821468234304312_official-documents-loan-agreement-for-scf-ppcr-grant-tf016955,-scf-ppcr-loan-tf016912-and-credit-5495-dm-closing-package.txt","[['dominica', 'united states'], [7, 2]]",dominica,latin amer. & carib
2015_october_9_206781468221412870_official-documents-loan-agreement-for-loan-8508-ar-closing-package.txt,"[['argentina', 'united states'], [1, 1]]",argentina,latin amer. & carib
1994_june_21_949461468298473009_russia--enterprise-support-project-_-loan-3763--loan-agreement--conformed.txt,"[['russia', 'united states'], [7, 1]]",russia,c.w. of ind. states
1994_june_21_709471468034467586_indonesia--java-irrigation-improvement-water-resources-management-project-_-loan-3762--loan-agreement--conformed.txt,"[['indonesia', 'united states'], [6, 2]]",indonesia,asia (ex. near east)
