,x,y
2010_july_6_678791468308950328_loan-agreement-for-loan-7904-tr-conformed.txt,-1.3923328,31.9802
1998_july_9_765501468211456899_conformed-copy--l4361--low-income-housing-project--loan-agreement.txt,5.1257524,-7.382275
2010_december_22_850081468252678543_loan-agreement-for-loan-7980-in-conformed.txt,-35.94131,5.632786
2006_october_13_719151468097165751_loan-agreement-l7406-py-conformed.txt,10.03943,-59.988564
2009_september_22_905421468216286556_loan-agreement-l7630-br-conformed.txt,26.057617,-11.23903
2015_june_10_846161468212981983_official-documents-loan-agreement-for-loan-8485-cn-closing-package.txt,7.512411,-56.162334
1998_june_29_919041468310488546_conformed-copy--l4357--transport-sector-project--loan-agreement.txt,26.738,-45.992916
2012_march_2_748341468289191700_official-documents-loan-agreement-for-loan-8109-py-closing-package.txt,-32.86387,47.590904
"2009_july_2_307221468095973483_loan-agreement,-l7733-pl-conformed.txt",-16.97888,53.712944
2003_august_27_515251468092101019_conformed-copy--l4689--customs-development-project--loan-agreement.txt,-33.026665,11.601238
1992_february_5_131091468295186493_conformed-copy--l3430--highway-management-project--loan-agreement.txt,13.348674,-53.991447
1992_october_23_357741468300291882_conformed-copy--l3525--rehabilitation-loan--loan-agreement.txt,3.4419599,60.087734
1991_july_3_268481468145745800_conformed-copy--l3338--employment-promotion-and-services-project--loan-agreement.txt,-26.233648,-8.897544
"2005_september_23_449711468053337773_loan-agreement,-l7323-mx-conformed.txt",-20.827156,-7.1257854
2014_april_8_762351468004772733_official-documents-loan-agreement-for-additional-financing-loan-8352-by-closing-package.txt,36.156895,-8.305089
2009_december_3_574971468271507236_loan-agreement-for-loan-7814-mx-conformed.txt,-22.763393,47.87855
2010_december_21_492921468286286113_loan-agreement-for-loan-7976-pe-conformed.txt,13.361141,8.433864
2006_april_26_905291468015288071_loan-agreement-l4816-cn-conformed.txt,53.970436,24.489803
2010_april_28_971561468230643197_loan-agreement-for-loan-7628-br-conformed.txt,-11.397935,-10.675416
"2007_december_12_543871468096557674_loan-agreement,-l7479-pa-conformed.txt",-29.873407,-1.8836887
2014_april_3_167081468057367867_official-documents-loan-agreement-for-loan-8366-md-closing-package.txt,-34.934933,57.64784
2019_september_13_300871570120923592_official-documents-loan-agreement-for-loan-9003-mn-closing-package.txt,-30.558119,46.215134
2014_july_10_431661468335398275_official-documents-loan-agreement-for-loan-8357-lk-closing-package.txt,13.216368,11.227757
2016_october_21_564651479415349565_official-documents-loan-agreement-for-loan-8513-in-closing-package.txt,36.060036,-59.14532
2011_may_30_482651468035058391_loan-agreement-for-loan-8022-in-conformed.txt,11.26402,-57.61912
1999_december_21_834381468048563150_conformed-copy--l4526--electricity-transmission-rehabilitation-project--loan-agreement.txt,62.596836,18.516405
"2005_november_28_346811468319544164_loan-agreement,-l4807-ua-conformed.txt",-33.46616,-0.5504682
1991_july_12_704341468052437661_conformed-copy--l3344--private-power-utilities-bses-project--loan-agreement.txt,59.29434,21.580633
1996_june_18_908311468115161070_conformed-copy--l4022--environment-project--geographic-information-system--loan-agreement-2.txt,-18.65683,2.7872536
2010_august_31_548211468296137024_loan-agreement-for-loan-7912-ph-conformed.txt,-7.4761405,-9.475293
1998_march_4_422411468282541328_conformed-copy--l4287--higher-education-reform-project--loan-agreement.txt,-55.59615,3.0167623
2000_july_7_588981468094790608_conformed-copy--l4568--health-sector-reform-project--loan-agreement.txt,-43.59734,-28.661318
2017_may_3_563511495041315751_official-documents-loan-agreement-for-loan-8742-ge-closing-package.txt,-31.368946,54.688786
"2007_july_27_740121468304844950_loan-agreement,-l7467-yf-conformed.txt",24.627262,-24.577816
2010_august_11_554061468213897120_loan-agreement-for-loan-7935-cn-conformed.txt,27.455559,27.301472
2008_february_2_892501468272696929_loan-agreement-for-loan-4874-kz-conformed.txt,-32.80227,11.630739
1998_december_11_116431468332702598_conformed-copy--l4299--community-based-resources-management-project--loan-agreement.txt,4.1433296,-25.0022
2004_august_24_318991468294345828_conformed-copy--coal-mine-closure-project-l7247-pl--loan-agreement.txt,35.47975,-15.387632
1990_september_12_829791468006280842_conformed-copy--l3248--tuli-block-roads-project--loan-agreement.txt,17.961767,-72.90992
"2005_july_18_418791468274224088_loan-agreement,-loan-7314-ma-conformed.txt",-20.52682,40.016483
1995_december_20_197131468015291404_conformed-copy--l3897--seventh-railway-project--loan-agreement.txt,35.994286,-52.18094
2002_may_23_890261468256484578_conformed-copy--l7044--competitiveness-project--loan-agreement.txt,-22.417128,10.208837
2000_february_25_586621468095351996_conformed-copy--l4535--social-expenditure-management-project--loan-agreement.txt,-32.91566,-9.343821
2006_february_7_276781468041693496_loan-agreement-l4810-id-conformed.txt,44.25576,28.022377
"2004_december_7_230581468094155944_loan-agreement,-l4726-ru-conformed.txt",-64.68711,-10.349806
2005_november_3_110071468238177593_loan-agreement-l4804-cn-conformed.txt,45.11299,-25.67072
2012_may_21_259681467991914156_official-documents-loan-agreement-for-loan-8150-ga-closing-package.txt,-14.735967,8.53858
2003_october_1_703751468034798163_conformed-copy--c3809--oecs-education-development-project--loan-agreement.txt,-68.54388,-8.1641655
2018_february_2_369401518632238317_official-documents-loan-agreement-for-loan-8809-pk-closing-package.txt,-21.329952,70.1015
1998_april_30_359581468278119709_conformed-copy--l4286--municipal-solid-waste-management-project--loan-agreement.txt,39.114956,-1.0197096
"2007_september_20_301521468007214248_loan-agreement,-l7420-br-conformed.txt",24.273907,-11.22046
1991_january_16_671701468292861096_conformed-copy--l3282--fertilizer-restructuring-project--loan-agreement.txt,37.398598,5.5176373
2005_september_5_328221468110079945_loan-agreement-l4780-ua-conformed.txt,-63.889603,-4.4651146
"2015_july_9_651531468202158203_official-documents-loan-agreement,-l8526-ao-closing-package.txt",-29.909575,55.285217
1995_november_2_443661468011737140_conformed-copy--l3929--shanghai-zhejiang-highway-project--loan-agreement.txt,29.122625,-69.29279
1994_september_16_863581468011737381_conformed-copy--l3781--liaoning-environment-project--loan-agreement.txt,42.264942,-4.202268
2001_september_26_304161468199745054_conformed-copy--l7056--social-infrastructure-retrofitting-project--loan-agreement.txt,38.55813,24.019484
1995_may_30_131151468030297188_guatemala--integrated-financial-management-project-_-loan-3895--loan-agreement--conformed.txt,-31.92415,19.949467
2012_july_27_173371468120283782_official-documents-loan-agreement-for-loan-8181-ma-closing-package.txt,-16.730488,72.35745
2003_march_21_551341468234533165_conformed-copy--l7161--second-matruh-resource-management-project--loan-agreement.txt,2.8419147,-21.935669
"2013_july_10_815201468242068152_official-documents-loan-agreement,-l8235-cn-closing-package.txt",32.536148,22.134113
2019_june_6_691861560872414489_official-documents-loan-agreement-for-loan-8929-mk-closing-package.txt,15.772168,-45.450268
2011_march_22_581611468231574496_loan-agreement-for-loan-7998-co-conformed.txt,4.23346,7.065413
1998_april_20_811631468110678746_conformed-copy--l4297--higher-education-reform-support-project--loan-agreement.txt,16.003094,-27.823858
2006_july_6_905851468027598876_loan-agreement-l7371-do-conformed.txt,-55.762676,-9.355397
1993_august_25_342551468020640288_conformed-copy--l3606--tianhuangping-hydroelectric-project--loan-agreement.txt,51.972687,18.817383
1999_july_29_910371468021579836_conformed-copy--l4502--second-fujian-highway-project--loan-agreement.txt,27.623852,-71.35892
"2012_october_30_236501468015566521_official-documents-loan-agreement,-l8191-br-closing-package.txt",-32.853348,61.175888
"1999_june_17_914711468093846686_loan-agreement,-l4489-ro-conformed.txt",-10.509654,50.99439
2016_july_18_861931469641075373_official-documents-loan-agreement-for-loan-8632-fj-closing-package.txt,-30.835527,45.94757
2011_may_12_356281468297324368_loan-agreement-for-loan-8035-ph-conformed.txt,20.723299,-11.2440605
"2014_august_8_557681468114882872_official-documents-loan-agreement,-loan-8422-ua-closing-package.txt",-20.04406,56.945366
1992_june_19_689101468046473046_conformed-copy--l3468--science-education-and-libraries-computerization-project--loan-agreement.txt,-54.573826,-2.9801955
"2002_june_25_898171468007213961_loan-agreement,-l4646-br-conformed.txt",32.68094,-51.660572
2002_september_13_375941468297583617_conformed-copy--l4676--private-and-public-sector-institution-building-project--loan-agreement.txt,-18.700737,15.915293
1995_march_7_468271468054656870_conformed-copy--l3829--health-sector-rehabilitation-project--loan-agreement.txt,-44.496674,-27.935415
2011_april_11_814511468277170031_loan-agreement-for-loan-8044-mk-conformed.txt,63.801712,15.540026
2011_march_16_196391468233949815_agreement-for-loan-7812-sv-conformed.txt,-31.394464,15.9871645
2006_august_21_155141468146075273_loan-agreement-l7286-py-conformed.txt,-31.085112,17.509117
2011_june_3_763121468215364293_loan-agreement-for-loan-8036-cn-conformed.txt,45.915707,-25.605452
1994_june_9_879651468055455260_mexico--second-water-supply-and-sanitation-sector-project-_-loan-3751--loan-agreement--conformed.txt,33.204025,-6.412482
1994_november_21_734891468255540459_conformed-copy--c2645--industrial-pollution-prevention-project--loan-agreement-2.txt,-1.2420411,74.92767
2007_april_16_917181468025771221_loan-agreement--l7434-co--conformed.txt,22.525444,-5.7125015
2014_november_19_387611468052157400_official-documents-loan-agreement-for-loan-8447-mx-closing-package.txt,-30.731775,-0.864629
2002_august_12_469471468073450900_conformed-copy--l7119--road-maintenance-and-rehabilitation-project--loan-agreement.txt,16.864738,-63.15584
2004_october_4_536201468109481848_loan-agreement.-l4741tr--conformed.txt,8.398743,-24.401602
2011_august_17_440161468248711034_loan-agreement-for-loan-8086-hr-conformed.txt,-10.842181,5.4414816
"2014_july_1_637321468274182879_official-documents-loan-agreement,-l8301-in-closing-package.txt",9.183835,-57.05933
1995_december_20_121361488898139204_conformed-copy--l3952--santa-fe-i-water-supply-and-sewerage-rehabilitation-project--loan-agreement.txt,42.39885,-16.106667
1996_june_25_493521468284389055_conformed-copy--l4041--irrigation-and-drainage-improvement-project--loan-agreement.txt,17.397749,-18.993723
2001_december_20_620741468286469963_conformed-copy--l7093--forestry-and-conservation-project--loan-agreement.txt,0.45790532,-28.591002
1996_august_12_789001468043747237_conformed-copy--l4042--east-java-and-east-nusa-tenggara-junior-secondary-education-project--loan-agreement.txt,-73.53331,-8.26858
2001_june_26_353181468287391117_conformed-copy--l4614--second-rural-roads-project--loan-agreement.txt,3.0430624,64.70939
1990_july_27_619901468772182028_conformed-copy--l3172--integrated-phosphate-project--loan-agreement.txt,46.866505,0.30244276
2003_august_4_676841468101945485_conformed-copy--l7178--public-finance-management-project--loan-agreement.txt,-30.676373,18.752592
1994_december_20_574791468064729313_conformed-copy--l3812--second-private-sector-energy-development-project--loan-agreement.txt,17.554626,26.590197
1990_august_7_199201468334783713_conformed-copy--l3079--urban-sector-and-regional-development-project--loan-agreement.txt,6.5838585,-7.2722306
"2013_december_20_567231468275937904_official-documents-loan-agreement,-l8325-ma-closing-package.txt",-24.074007,39.92814
2017_november_27_739551514558621081_official-documents-loan-agreement-for-loan-8790-id-closing-package.txt,-22.250689,44.605625
"2009_february_10_860301468302438096_loan-agreement,-l7667-uy-conformed.txt",-29.728033,57.784565
"2005_september_13_923421468241786203_loan-agreement,-l7309-co-conformed.txt",-13.329469,81.8254
"2015_october_2_912931468309843331_official-documents-loan-agreement,-loan-8519-tn-closing-package.txt",16.80038,-66.643326
2019_november_28_539191576006466769_official-documents-loan-agreement-for-loan-9014-by-closing-package.txt,39.44183,24.061283
1994_july_25_608561468268175385_conformed-copy--l3762--java-irrigation-improvement-water-resources-management-project--loan-agreement.txt,20.524998,-24.497355
2002_july_26_326021468116367391_conformed-copy--l4671--second-basic-education-project--loan-agreement.txt,-70.45376,-2.7214587
2017_july_6_248631499969788718_official-documents-loan-agreement-for-additional-financing-loan-8733-uy-closing-package.txt,-16.443623,73.777016
1995_august_30_217451468054555584_conformed-copy--l3935--emergency-drought-recovery-project--loan-agreement.txt,17.769104,-29.84806
2016_november_25_730071481302413356_official-documents-loan-agreement-for-loan-8663-by-closing-package.txt,-40.430843,-30.323755
1994_april_5_633711468132626255_conformed-copy--l3494--student-loan-reform-project--loan-agreement.txt,-58.499226,-1.0284965
2010_december_14_994381468285032920_loan-agreement-for-loan-7977-pe-conformed.txt,-28.298733,62.04431
"2010_june_17_745251468278356427_loan-agreement,-l7876-ma-conformed.txt",19.32075,-76.37244
"2007_october_1_997031468279286314_loan-agreement,-l7447-na-conformed.txt",-40.19745,42.556877
2000_june_5_748211468318847708_conformed-copy--l4547--urban-transport-project--loan-agreement.txt,22.087446,-45.029755
"2016_july_25_560021473801008677_official-documents-additional-financing-loan-agreement-for-loan-8621-vn,-amendment-to-the-original-financing-agreement-for-credit-4948-vn-closing-package.txt",20.992615,-5.342588
2007_june_22_238581468338058917_loan-agreement-l7389-tr-and-l7462-tr-conformed.txt,0.37548286,32.132236
2000_may_19_750091468282904743_conformed-copy--l4056--uttar-pradesh-rural-water-supply-and-environmental-sanitation-project--loan-agreement.txt,20.740366,-6.637914
1996_july_18_756631468272968857_conformed-copy--l4061--uzen-oil-field-rehabilitation-project--loan-assumption-agreement.txt,44.42013,24.136736
2002_march_21_857151468089134139_conformed-copy--l7079--southeast-regional-development-learning-and-innovation-project--loan-agreement.txt,-22.484259,5.2228656
1994_january_18_109281468322445757_zimbabwe--third-power-project-_-loan-3696--loan-agreement--conformed.txt,48.999947,19.096378
1990_february_1_328621468247829056_conformed-copy--l3069--slovene-coast-water-supply-and-sewerage-project--loan-agreement-1.txt,48.189285,-11.676848
"2016_april_27_569271468020962225_official-documents-loan-agreement,-l8567-br-closing-package.txt",-40.615234,48.65531
2003_july_23_665721468231292338_conformed-copy--l4690--recife-urban-upgrading-project--prometropole--loan-agreement.txt,29.285067,-19.09785
2000_september_15_410391468112745272_conformed-copy--l7025--water-sector-investment-project--loan-agreement.txt,26.30497,-12.776862
1998_june_12_618321468022752410_conformed-copy--l4197--waigaoqiao-thermal-power-project--loan-agreement.txt,54.2167,18.27146
2003_december_15_634851468016831019_conformed-copy--l7186--bahia-education-project--second-phase--loan-agreement.txt,-70.558395,-7.6560054
1996_november_7_306511468287395648_conformed-copy--l4076--irrigation-subsector-project--loan-agreement.txt,18.79446,-18.61013
2017_june_23_880321498676803997_official-documents-loan-agreement-for-loan-8768-jo-and-cff-tf0a5308-closing-package.txt,-47.683098,-23.523455
2001_january_24_960101468290472061_conformed-copy--l7032--second-basic-education-project--loan-agreement.txt,-68.37288,-1.5466886
2004_february_20_786971468313249035_conformed-copy--l7213--second-export-finance-intermediation-loan--loan-agreement.txt,-0.86961997,24.301308
2017_january_16_970521485530543523_official-documents-loan-agreement-for-loan-8679-7e-closing-package.txt,55.17112,-27.034729
1994_september_22_514851468260637418_indonesia--second-accountancy-development-project-_-loan-3801--loan-agreement--conformed.txt,-41.97633,14.539771
1991_june_26_528571468271220789_conformed-copy--l3310--decentralization-and-regional-development-project--loan-agreement.txt,15.409721,-23.684353
1995_may_16_630781468035336980_indonesia--second-agricultural-research-management-project-_-loan-3886--loan-agreement--conformed.txt,-12.19231,-25.927656
2007_july_3_838461468247824296_loan-agreement-l7471-hr-conformed.txt,-31.793966,7.1563005
"2016_january_14_346251468250291959_official-documents-loan-agreement,-l8564-ga-closing-package.txt",4.361743,-4.9041405
2006_february_23_976931468235489220_loan-agreement-l7326-br-conformed.txt,13.061238,-9.004512
"2009_march_15_279421468260634546_loan-agreement,-l7633-eg-conformed.txt",48.793514,21.004827
"2009_june_12_307501468119938907_loan-agreement,-l7718-tr-conformed.txt",24.625479,22.156368
1991_june_14_321521468123869811_conformed-copy--l3262--second-rural-electrification-project--agreement-amending-loan-agreement.txt,51.301373,14.599399
2006_march_15_414201468287390731_loan-agreement-l7322-pe-conformed.txt,4.8868003,-66.38106
"2015_october_30_255501468252039913_official-documents-loan-agreement,-l8546-gd-closing-package.txt",-14.24046,65.08073
2010_september_30_413601468212966126_loan-agreement-for-loan-7952-br-conformed.txt,-2.774391,-15.068631
2016_december_20_742461482347836610_official-documents-loan-agreement-for-loan-8683-iq-closing-package.txt,-29.785904,14.919551
2010_september_16_780671468233051120_loan-agreement-for-loan-7872-br-conformed.txt,13.649828,-54.995728
1998_april_20_279191468309291221_conformed-copy--l4294--health-sector-loan--loan-agreement.txt,-42.701054,-20.545813
1990_august_1_365931468028798634_conformed-copy--l3201--community-child-care-and-nutrition-project--loan-agreement.txt,-26.121199,-2.6874843
"2007_september_18_361471468056063760_loan-agreement,-l4859-mk-conformed.txt",29.991293,-53.13289
2015_july_2_867411468050938777_official-documents-loan-agreement-for-loan-8506-ma-closing-package.txt,33.304626,23.052423
"2008_june_20_916781468013144147_loan-agreement,-l7489-br-conformed.txt",-10.764345,-9.555801
1999_april_16_732891468267364790_conformed-copy--l4448--corporate-restructuring-technical-assistance-project--loan-agreement.txt,-15.533974,12.471885
2016_june_22_422961467210683694_official-documents-loan-agreement-for-loan-8554-br-closing-package.txt,-32.57924,61.28332
"2008_july_17_617331468236967671_loan-agreement,-l7428-br-conformed.txt",-33.89241,20.30445
1992_july_13_131551468299638754_conformed-copy--l3484--third-felcra-land-development-project--loan-agreement.txt,11.967549,-30.860312
2011_february_28_130311468278353152_loan-agreement-for-loan-7989-ma-conformed.txt,-0.56351715,41.795197
2008_december_5_842201468300305813_loan-agreement-l7501-mx-conformed.txt,-4.0316243,-14.273159
1993_april_27_971041468034157652_conformed-copy--l3596--pensions-administration-and-health-insurance-project--loan-agreement.txt,-39.09907,-2.5334494
2005_october_17_239721468026341984_loan-agreement-l7332-hr-conformed.txt,-67.51117,-1.7802445
1999_september_22_124811468037501957_conformed-copy--l4511--municipal-wastewater-project--loan-agreement-2.txt,45.94407,-6.366069
2014_june_17_796661468294049973_official-documents-loan-agreement-for-loan-8362-ro-closing-package.txt,-44.448215,-29.009571
2009_may_22_462741468062653430_loan-agreement-l7665-ma-conformed.txt,-0.5803899,41.807045
2017_november_13_395141513356908476_official-documents-loan-agreement-for-loan-8729-mx-closing-package.txt,10.718771,-14.432348
1997_january_15_977821468251426093_conformed-copy--l4114--states_-road-infrastructure-development-technical-assistance-project--loan-agreement.txt,-15.980944,-40.68454
2016_september_30_386071476281970803_official-documents-loan-agreement-for-loan-8633-ar-closing-package.txt,-31.412992,1.4169977
2004_july_15_662061468270917235_conformed--social-protection-project-l4732-mk--loan-agreement.txt,-37.916565,-1.5623007
2000_november_3_879921468012337012_conformed-copy--l4561--chongqing-urban-environment-project--loan-agreement.txt,42.018024,-8.133244
2014_august_14_446471468020092372_official-documents-loan-agreement-for-loan-8414-br-closing-package.txt,-31.640636,61.281223
1990_november_13_616181468093594391_conformed-copy--l3068--seventh-railway-project--loan-agreement-3.txt,36.80746,-50.183952
1990_january_16_733341468033245855_conformed-copy--l3155--abidjan-environmental-protection-project--loan-agreement.txt,43.334396,-16.813507
"2016_april_21_342811468237860418_official-documents-loan-agreement,-l8593-cr-closing-package.txt",-17.755081,71.03547
1997_may_29_318701468317052385_conformed-copy--l4171--water-supply-and-sanitation-project--loan-agreement.txt,33.429554,-7.9212937
2003_september_16_868461468246914627_conformed-copy--l7189--skills-development-project--loan-agreement.txt,-53.787785,-10.159742
2012_august_13_501941468024545982_official-documents-loan-agreement-for-loan-8153-cn-closing-package.txt,22.514473,-23.117487
2018_april_6_372801525207622293_official-documents-loan-agreement-for-loan-8829-in-closing-package.txt,-0.29754916,-20.332188
"2014_october_10_356861468247242403_official-documents-loan-agreement-for-loan-8445-cg,-additional-financing-closing-package.txt",-7.9330163,75.71468
1998_may_29_196331468094790120_conformed-copy--l4319--telecommunications-reform-and-privatization-support-project--loan-agreement.txt,-25.957666,25.386694
1990_february_16_554991468238775083_conformed-copy--l3102--water-sector-project-in-the-state-of-sao-paulo--loan-agreement.txt,24.235197,-3.4478207
1998_july_31_738531468172140671_conformed-copy--l4376--commodities-market-development-project--loan-agreement.txt,-11.027898,18.240255
1996_september_27_547871468236997682_conformed-copy--l4047--health-sector-reform-project--reforsus--loan-agreement.txt,-44.42449,-26.33116
2011_july_26_253611468009977812_loan-agreement-for-loan-8017-ar-conformed.txt,-29.304035,-5.604273
1995_april_20_474471468018054581_colombia--agricultural-technology-development-project-_-loan-3871--loan-agreement--conformed.txt,-10.23363,-22.710236
2001_september_25_440461468294111758_conformed-copy--l7072--enterprise-and-financial-sector-adjustment-loan--loan-agreement.txt,-11.408736,48.602097
1994_june_16_412041468007248333_conformed-copy--l3743--water-supply-and-sewerage-rehabilitation-project--loan-agreement.txt,36.70132,0.104845576
1993_april_7_456331468009953986_conformed-copy--l3585--institution-building-project--loan-agreement.txt,-20.541035,13.858027
1996_september_13_762561468020643363_conformed-copy--l4027--second-henan-provincial-highway-project--loan-agreement.txt,24.031902,-70.22342
"2008_march_18_843181468011122302_loan-agreement,-l4881-cn-conformed.txt",22.356005,-73.276085
2017_may_4_246801494428780282_official-documents-loan-agreement-for-loan-8684-cn-closing-package.txt,-2.0525422,-17.194647
2005_august_24_114501468094156271_loan-agreement-l4800-ru-conformed.txt,-13.324945,3.4568756
1992_november_16_419241468092098634_conformed-copy--l3513--rehabilitation-loan--loan-agreement.txt,4.1163135,60.02263
2012_december_4_967541468025749314_official-documents-loan-agreement-for-loan-8223-co-closing-package.txt,-26.906952,60.465366
1997_july_18_450811468059375656_conformed-copy--l4111--second-subic-bay-freeport-project--loan-agreement.txt,39.626823,-17.354908
"2009_january_21_237881468273036985_additional-loan,-loanagreement,-l7634-jo-conformed.txt",22.945532,-35.890675
1990_june_5_910361468086043431_conformed-copy--l3208--telecommunications-technical-assistance-project--loan-agreement.txt,54.622543,3.0507338
2018_august_6_760851536073827847_official-documents-loan-agreement-for-loan-8837-cn-closing-package.txt,37.25708,-6.508539
"2008_february_13_705131468333573528_loan-agreement,-l7493-pa-conformed.txt",-29.347029,60.427998
2002_june_17_362401468120838407_conformed-copy--l7113--third-basic-education-quality-improvement-project--loan-agreement.txt,-72.14604,-6.282855
1994_december_6_850401468041489476_conformed-copy--l3744--petroleum-technical-assistance-project--loan-agreement.txt,15.517722,21.565321
2015_november_25_194701468295851919_official-documents-loan-agreement-for-loan-8468-pe-closing-package.txt,25.646175,-2.0986145
1995_july_11_590401468251723776_conformed-copy--l3904--telecommunication-sector-modernization-project--loan-agreement.txt,55.1447,4.0579886
2013_december_24_951371468018659525_official-documents-loan-agreement-for-loan-8320-co-closing-package.txt,-31.253887,9.7020035
2006_june_21_334021468017671032_loan-agreement-l4820-cn-conformed.txt,10.076343,-60.927692
1990_august_16_465311468313479511_conformed-copy--l3151--ankara-sewerage-project--loan-agreement.txt,45.84452,-16.233122
1992_august_26_771891468043746423_conformed-copy--l3496--primary-school-teacher-development-project--loan-agreement.txt,-73.12034,-6.591028
1990_august_15_230091468052775099_conformed-copy--l3246--third-jabotabek-urban-development-project--loan-agreement.txt,13.505246,-7.8376365
1997_april_30_859481468054590611_conformed-copy--l4128--railway-restructuring-project--loan-agreement.txt,35.418873,-51.16285
2000_october_10_603021468224080909_conformed-copy--l4541--guangxi-highway-project--loan-agreement.txt,26.150717,-70.01132
"2009_july_8_785121468313471836_loan-agreement,-l7744-tn-conformed.txt",26.536768,30.008358
1994_september_6_953611468240315906_china--shenyang-industrial-reform-project-_-loan-3788--loan-agreement--conformed.txt,-0.14793597,7.649467
2013_july_1_439861468286511679_official-documents-loan-agreement-for-loan-8226-pe-closing-package.txt,-67.494606,3.676673
1995_april_25_260911468332967885_conformed-copy--l3850--housing-project--loan-agreement.txt,5.9043694,7.5043855
1993_december_22_107111468335658335_conformed-copy--l3601--second-forestry-development-project--loan-agreement.txt,4.980912,-31.551968
1996_june_28_619931468297321841_conformed-copy--l4059--coal-sector-restructuring-implementation-assistance-project--loan-agreement.txt,-12.238771,11.263441
1999_march_5_290791468257634834_conformed-copy--l4441--andhra-pradesh-power-sector-restructuring-project--loan-agreement.txt,51.122482,12.6450205
2012_february_8_182071468270275548_official-documents-loan-agreement-for-loan-7967-lb-closing-package.txt,45.074436,-13.787329
2014_may_26_747381468315348764_official-documents-loan-agreement-for-loan-8387-ua-closing-package.txt,37.06667,20.528639
2003_may_23_930411468272995453_conformed-copy--l7170--education-reform-for-knowledge-economy-i-project--loan-agreement.txt,-62.259823,-7.2318416
2010_april_9_478461468041366801_loan-agreement-for-loan-7866-id-conformed.txt,-13.383994,-12.285447
2005_november_18_971221468257694548_loan-agreement-l4764-in-conformed.txt,13.761024,-59.67369
2009_april_21_700401468271257389_loan-agreement-for-loan-7622-mx-conformed.txt,-31.098726,11.231873
1991_august_16_818571468054588351_conformed-copy--l3365--financial-sector-development-project--loan-agreement-7.txt,8.179882,30.221584
1997_december_4_908791468028504741_conformed-copy--l4246--investment-recovery-project--loan-agreement-1.txt,8.888111,24.701065
1997_january_15_522091526580992834_conformed-copy--l4106--railway-efficiency-project--loan-agreement.txt,6.5811076,-5.586168
2012_september_12_434171468033339200_official-documents-loan-agreement-for-loan-8188-id-closing-package.txt,-11.765014,-26.365875
2017_july_10_663471503521541943_official-documents-loan-agreement-for-loan-8750-id-closing-package.txt,-18.410246,72.2739
2007_may_18_420621468256484264_loan-agreement-l707-gt-conformed.txt,-30.824568,63.10433
1990_february_12_603871468052164505_conformed-copy--l3158--second-secondary-education-and-management-project--loan-agreement.txt,-71.053535,-10.946817
2017_march_6_200651491843756725_official-documents-loan-agreement-for-loan-8671-cn-closing-package.txt,-68.04964,-3.1361256
1998_may_8_244071468313259526_conformed-copy--l4315--cesme-alacati-water-supply-and-sewerage-project--loan-agreement.txt,43.929264,-11.674658
1994_november_15_205571468308639524_swaziland--urban-development-project-_-loan-3807--loan-agreement--conformed.txt,34.473938,-20.50906
2001_december_17_215561468241183295_conformed-copy--l7077--water-sector-reform-assistance-project--loan-agreement.txt,22.300215,-6.858774
1991_may_3_374971468052775364_conformed-copy--l3298--fifth-population-family-planning-and-safe-motherhood-project--loan-agreement.txt,-25.379997,-24.337034
1995_june_29_377891468231300630_brazil--rural-poverty-alleviation-project--sergipe-_-loan-3919--loan-agreement--conformed.txt,-10.242938,-11.539086
2006_july_24_432681468333954773_loan-agreement-l4835-ro-conformed.txt,-31.084818,17.509327
2012_august_7_618221468214492660_official-documents-loan-agreement-for-loan-8152-cn-closing-package.txt,28.20968,-60.73289
"2008_may_28_434411468016174206_loan-agreement,-l7542-cn-conformed.txt",-3.736538,-38.12198
1997_october_28_764231468174542088_conformed-copy--l4235--participatory-privatization-of-irrigation-management-and-investment-project--loan-agreement.txt,18.323034,-17.903826
"2012_december_14_223081468025749893_official-documents-loan-agreement,-l8225-co-closing-package.txt",-17.406267,62.788815
2014_may_26_243931468109453727_official-documents-loan-agreement-for-loan-8392-ua-closing-package.txt,-37.732666,56.283314
2017_may_17_889281497637702708_official-documents-loan-agreement-for-loan-8719-bw-closing-package.txt,25.783619,-10.125212
2006_march_2_500511468258316234_loan-agreement-l7359-eg-conformed.txt,48.759037,20.960335
1994_november_22_201681468285593719_peru--electricity-privatization-adjustment-loan-_-loan-3810--loan-agreement--conformed.txt,0.086897716,58.488495
2018_june_29_899521531342683670_official-documents-loan-agreement-for-development-policy-loan-8885-tn-closing-package.txt,-29.1749,48.217182
2007_march_15_376071468236345628_loan-agreement-l7348-sv-conformed.txt,-32.09479,59.33919
"2008_july_3_989411468224077910_loan-agreement,-l7517-cn-conformed.txt",39.82255,-4.06336
"2005_december_14_771701468014434951_loan-agreement,-l7327-br-conformed.txt",-11.167523,-8.765362
"2013_april_10_868781468125062042_official-documents-loan-agreement,-l8151-uz-closing-package.txt",50.57415,10.156355
"2008_march_14_271201468240862715_loan-agreement,-l7492-co-conformed.txt",-69.60302,-0.7019141
"2014_april_30_498361468224697268_official-documents-loan-agreement,-l8327-br-closing-package.txt",-34.55132,4.740969
1992_june_19_214461468048548897_conformed-copy--l3469--vocational-schools-development-project--loan-agreement.txt,-58.176296,-6.100987
1990_february_1_537611468095360158_west-africa--third-regional-development-project-_-loan-3161--loan-agreement--conformed.txt,-12.622446,15.455803
